,0,1,2,3,4,5,6,7,8,9
144,864,928,284,21,484,600,369,114,74,35
145,4004,555,2138,233,164,121,181,21,2,36
146,4374,2024,1994,1392,777,571,256,188,60,48
147,1292,32,528,793,846,116,374,39,75,92
148,621,1006,1041,978,299,96,265,249,74,21
149,4605,2208,203,242,500,381,34,109,107,85
150,1177,2025,72,911,223,417,67,212,70,23
151,2513,386,1662,1092,642,213,162,175,131,87
152,2822,3688,1742,14,294,117,222,59,154,75
153,2931,3241,229,337,843,327,20,91,121,31
154,218,3465,1121,54,495,461,194,57,82,31
155,3778,441,2147,1036,819,414,301,212,137,66
156,1032,1399,1319,635,995,537,179,53,39,25
157,5710,774,2211,383,707,112,124,4,58,40
158,1309,895,958,738,961,121,246,63,108,96
159,1591,518,2324,1332,689,548,310,144,125,92
160,1184,2177,679,1266,767,302,260,240,72,9
161,2520,2025,160,1032,71,522,306,96,129,84
162,987,1343,2485,1240,430,104,309,7,76,49
163,3519,2236,1419,525,542,607,82,31,130,1
164,682,3601,1909,486,102,557,235,128,59,31
165,4624,3004,2315,81,459,34,313,36,124,11
166,873,1436,1415,165,250,120,162,164,81,15
167,5142,322,1879,481,427,188,39,179,58,5
168,3823,1530,58,101,720,621,378,107,85,67
169,5462,3496,1328,547,791,437,185,187,102,43
170,691,1005,1500,754,986,362,243,116,76,33
171,3645,1854,706,577,982,501,120,29,132,68
172,5749,1510,481,815,934,103,58,10,118,19
173,1949,796,613,1364,644,444,51,121,10,54
174,217,2388,2020,370,820,215,37,84,14,0
175,2945,1808,1206,1125,479,440,3,68,7,38
176,2203,2805,907,488,392,276,187,213,64,22
177,1695,19,1753,411,409,391,234,188,10,94
178,3271,13,1171,911,526,58,220,248,66,28
179,3504,839,1728,352,582,346,323,63,65,5
180,3504,2091,2408,1287,398,439,123,194,19,60
181,3211,1496,2417,428,446,162,310,76,110,66
182,2868,1297,910,495,30,603,350,228,8,26
183,3456,204,972,13,666,311,171,81,35,23
184,5651,1875,669,947,725,241,211,177,141,5
185,1090,3666,1738,419,149,479,4,134,14,17
186,3443,2256,2176,1567,242,426,60,157,4,51
187,308,903,741,712,951,424,130,125,51,83
188,3347,1904,464,795,902,217,104,107,138,77
189,4364,2387,911,358,649,28,306,14,96,41
190,4636,977,809,1245,133,614,107,24,33,31
191,4351,2007,1701,307,137,400,265,112,77,43
192,3939,1337,1772,60,579,318,303,11,30,44
193,6224,1566,489,491,878,512,310,235,30,98
194,5060,3345,1730,1262,78,627,275,210,34,35
195,5646,2550,352,27,555,95,198,210,151,35
196,3304,3462,2397,853,872,95,127,82,116,15
197,3145,906,533,1411,914,15,394,162,76,44
198,5101,2108,1118,1227,23,326,100,175,107,94
199,5415,1297,1213,658,74,169,312,135,114,51
200,5428,771,1532,1227,680,128,149,46,100,41
201,3300,579,2416,968,610,52,381,243,58,50
202,4861,993,1638,929,433,203,361,58,129,12
203,4154,2476,2252,235,509,225,0,245,58,25
204,355,1550,456,1524,417,212,225,31,66,11
205,293,1982,929,438,733,181,164,165,110,83
206,224,1596,152,642,896,60,375,160,78,65
207,2738,3804,970,894,459,329,375,10,78,55
208,2007,1950,1464,208,467,411,213,8,112,93
209,6122,368,1627,1413,787,333,129,133,109,23
210,4310,1526,1612,1106,798,245,181,73,19,41
211,5335,501,1317,1070,472,547,8,71,146,31
212,3303,1732,280,1242,494,327,135,106,133,48
213,461,3679,1477,95,260,87,50,169,3,5
214,5372,2453,356,260,192,398,73,121,63,16
215,1217,1584,2253,848,828,230,318,188,60,6
216,1180,252,508,630,480,418,316,103,90,80
217,4583,2786,1731,254,938,107,9,240,44,57
218,1557,1495,1288,45,66,252,19,203,43,31
219,3245,236,1292,624,801,102,254,169,120,23
220,1820,1789,1383,1343,327,348,212,213,70,51
221,5704,942,957,380,412,366,338,195,110,61
222,1175,8,2142,421,461,118,263,111,20,10
223,2795,3884,479,1011,887,124,47,120,123,41
224,234,1970,1827,246,39,607,168,193,97,33
225,4588,718,933,812,447,173,51,6,28,16
226,81,3013,1022,1284,897,95,355,202,59,12
227,41,3689,838,1027,728,322,251,33,81,63
228,583,1872,1126,1194,404,174,370,249,143,55
229,3721,1875,1054,960,253,619,50,125,120,34
230,848,653,2111,1387,657,101,131,96,46,0
231,1205,896,713,1110,527,539,139,137,20,48
232,5172,2599,16,350,644,143,337,75,12,14
233,3462,1403,1696,1220,661,347,59,29,116,56
234,3091,157,1918,174,918,287,43,242,111,20
235,5870,3359,2158,484,293,129,301,50,132,36
236,3619,548,2408,1046,772,122,329,152,122,92
237,744,1092,2454,479,798,294,179,185,134,15
238,2143,2193,108,132,93,5,14,100,54,89
239,3867,567,585,727,640,451,301,210,112,81
240,1731,1698,1239,628,787,499,99,177,80,45
241,3028,1037,328,1444,192,629,244,163,88,91
242,1971,31,808,332,235,438,55,197,84,48
243,1520,3873,1238,1048,793,41,271,118,133,86
244,1586,2883,909,582,264,491,365,60,26,58
245,3703,1372,2209,1240,834,534,235,33,42,90
246,3687,1749,610,814,708,77,330,215,119,26
247,1822,2672,1768,216,206,421,134,142,126,43
248,2309,586,1465,747,559,59,278,198,43,29
249,629,2042,43,580,424,498,174,126,122,8
250,6177,3321,770,771,336,469,299,37,15,81
251,1234,446,2068,486,729,335,385,200,67,93
252,2252,1822,2161,558,576,591,282,94,109,8
253,2188,2339,727,741,857,72,21,104,82,43
254,849,360,1004,843,600,185,306,147,111,80
255,598,1097,1399,1450,500,498,130,188,3,74
256,836,2731,2117,535,893,202,352,194,99,79
257,4286,152,834,717,872,435,164,173,102,13
258,6198,1427,824,957,731,102,283,113,121,93
259,620,3424,1025,319,438,587,51,76,86,52
260,1024,672,1828,1195,414,558,79,108,41,89
261,2624,1740,1008,564,482,370,387,118,47,61
262,1987,1928,163,712,112,134,230,205,99,72
263,1427,2571,639,1551,822,49,112,21,65,84
264,5462,2079,1449,1005,602,427,163,64,74,51
265,3157,821,2173,233,642,353,81,227,50,53
266,3639,2734,1078,1465,563,31,334,224,105,14
267,1283,1125,2404,472,510,60,172,90,60,87
268,549,2762,1756,1501,482,7,222,29,23,48
269,4561,2958,67,1076,540,473,75,180,98,84
270,2683,2699,2104,562,67,387,308,225,54,56
271,2909,2995,1144,1510,569,386,190,239,118,33
272,3912,2822,613,463,254,206,344,89,104,27
273,2563,2056,2437,1282,114,126,385,180,91,14
274,905,3752,2045,427,350,50,293,71,59,5
275,2692,1618,1570,616,451,596,271,86,92,25
276,3088,1358,427,104,587,171,140,201,67,85
277,669,724,1479,1039,496,544,1,81,114,17
278,3747,940,522,459,71,100,123,62,18,87
279,2895,3853,171,310,422,105,274,230,134,9
280,167,2340,1619,1557,9,286,335,175,145,3
281,3046,2958,1824,1217,263,399,311,68,43,28
282,4200,540,903,1083,675,202,372,166,131,78
283,2237,593,1300,1515,841,34,101,188,131,64
284,3580,2411,1764,835,848,210,186,34,0,12
285,1338,3776,1845,40,165,229,38,160,132,87
286,1438,682,1336,1542,190,211,160,216,41,23
287,31,928,1760,1164,169,76,130,112,43,81
288,3009,939,1121,430,276,555,68,123,48,29
289,1565,1992,1575,1422,109,36,242,166,23,96
290,894,1301,1285,990,474,187,284,106,82,44
291,1926,2762,2157,699,735,283,51,164,125,46
292,1057,2470,2125,909,366,358,6,168,30,83
293,4904,719,1255,1583,956,476,324,213,41,88
294,1718,3411,1014,379,1,423,111,14,37,3
295,2473,3070,1315,442,336,552,313,59,20,64
296,1725,181,1410,785,639,371,179,220,17,25
297,3599,3157,487,1195,15,173,352,29,129,46
298,4862,2500,232,1270,373,9,213,222,148,53
299,3269,2881,1289,729,769,241,231,227,24,64
300,983,3131,1020,606,688,374,125,12,120,90
301,1512,1980,1361,475,758,447,280,31,37,51
302,2619,2143,2332,933,843,134,199,137,151,24
303,3583,1108,1585,1240,732,141,147,135,82,18
304,2818,3351,1252,630,693,592,160,33,138,98
305,3987,1264,874,937,794,92,341,52,117,32
306,6082,1261,2149,762,477,113,377,245,34,33
307,841,2370,155,190,297,471,210,72,47,57
308,3368,3156,1259,100,693,24,364,66,22,83
309,2876,3592,2403,1017,249,221,207,133,86,95
310,958,1134,2067,272,288,324,124,147,72,56
311,4768,2029,1224,1243,506,361,21,216,150,65
312,2727,333,1941,364,168,434,351,244,77,0
313,2001,1022,1883,18,906,563,121,187,30,49
314,2168,3486,2310,1025,606,186,268,197,102,18
315,866,49,797,1057,362,210,187,0,100,2
316,1105,3,1113,98,577,455,238,86,55,84
317,2062,924,2070,1361,965,324,272,239,41,66
318,323,3456,323,1031,488,502,296,45,8,23
319,5496,2606,1530,531,328,200,229,197,156,31
320,6064,1070,428,1304,661,499,92,234,127,78
321,1374,1111,919,935,762,480,314,112,112,75
322,1067,3912,1178,293,379,340,252,168,64,74
323,187,2774,179,1436,903,254,214,4,132,0
324,5289,2742,691,175,679,468,230,236,41,75
325,677,32,915,511,29,6,166,63,153,66
326,1660,1225,1513,193,280,485,43,83,27,70
327,1295,2313,2274,1225,441,541,104,154,143,17
328,212,162,481,963,0,101,241,168,83,75
329,5366,3058,1640,471,747,315,344,15,24,46
330,1203,654,255,113,781,251,176,142,32,97
331,2800,830,1985,419,699,30,101,193,19,66
332,3983,1064,1774,869,575,105,167,64,65,32
333,2475,417,578,967,357,473,239,207,74,26
334,4482,3807,1090,1308,608,330,120,207,79,55
335,2804,302,1837,729,851,448,160,73,21,34
336,1184,1042,1396,649,165,525,358,205,120,68
337,1515,1856,713,1037,881,397,12,213,28,5
338,4548,980,1264,1160,94,582,285,119,123,66
339,3570,1376,1022,844,887,492,381,172,51,80
340,4127,916,503,268,331,457,166,93,56,64
341,3480,1523,2462,1283,721,536,255,59,7,32
342,4584,1845,1666,1091,219,440,314,52,142,38
343,5313,749,2107,840,823,590,128,210,90,61
344,4749,2052,965,712,12,559,179,111,104,97
345,2595,2424,1159,1063,338,84,182,82,113,50
346,940,1616,1698,1311,120,322,336,124,78,9
347,5577,1715,1769,1574,144,53,384,65,107,25
348,1993,3733,1629,851,227,360,395,165,137,36
349,3087,925,2469,29,532,206,38,233,139,44
350,1934,3694,879,595,257,312,80,182,112,75
351,3740,2498,364,146,359,607,107,7,75,70
352,2523,233,986,1003,831,493,315,67,2,2
353,5285,1844,1692,419,666,31,359,224,155,85
354,4868,960,456,331,898,104,307,245,82,48
355,1019,2916,2049,387,650,89,133,197,133,93
356,1787,927,55,89,281,134,62,39,0,37
357,536,1213,1409,586,298,193,255,197,44,26
358,3201,2480,1589,771,632,392,357,126,136,36
359,3720,168,1215,1228,212,378,35,155,128,27
360,3394,2797,940,1440,406,350,229,1,45,40
361,4748,2131,245,999,71,238,327,114,139,95
362,415,3240,132,288,245,154,274,130,10,65
363,3176,3625,2093,444,403,37,208,160,107,90
364,719,1312,1621,258,328,241,144,142,75,47
365,4922,335,1070,1298,731,621,95,81,81,48
366,3453,658,2222,588,474,321,169,191,13,15
367,2202,3973,1038,307,927,601,3,25,8,65
368,1614,618,290,1253,330,535,7,224,16,88
369,3085,891,165,950,660,210,52,103,117,22
370,1044,314,57,915,318,501,396,88,16,67
371,4740,3060,492,744,892,262,252,162,36,70
372,5699,1993,1723,1130,115,544,290,110,27,64
373,2010,2360,1380,175,288,575,283,52,119,55
374,5524,2837,664,343,474,193,123,97,98,53
375,6072,3469,1469,55,633,8,42,18,82,9
376,5235,1570,1566,70,403,276,302,1,154,4
377,1268,445,1053,1385,919,213,90,62,52,72
378,770,3670,136,38,920,63,72,203,101,93
379,3367,931,2051,887,437,602,344,15,75,15
380,1347,1366,2139,1026,529,351,124,222,91,31
381,2913,1252,1095,114,303,132,167,196,125,93
382,4242,1727,602,1479,329,394,7,14,48,77
383,3483,874,0,523,464,443,2,183,78,56
384,2981,2887,1957,12,698,206,296,187,21,2
385,5598,589,1953,1191,516,73,178,195,12,98
386,3998,1371,439,218,792,101,214,0,82,37
387,331,2483,2272,1108,266,424,135,131,108,49
388,3893,638,952,671,256,592,58,96,3,4
389,1141,846,1444,460,343,486,212,207,76,76
390,1267,2822,1017,445,89,295,395,17,151,78
391,2642,3295,1417,1463,953,191,86,142,42,20
392,1107,1605,1381,1264,308,271,24,127,123,98
393,377,969,2053,1426,543,481,207,71,3,9
394,4115,2034,1512,964,98,454,16,240,140,8
395,1027,558,2015,1361,475,479,244,165,23,77
396,4586,3776,1325,818,118,2,312,58,55,46
397,5056,2767,2266,1270,936,623,267,72,143,19
398,974,1146,1582,651,834,123,178,201,40,60
399,1714,1444,2273,715,215,557,342,120,101,92
400,5826,151,182,719,31,399,157,91,135,33
401,3634,1084,2250,1276,796,50,285,43,12,39
402,5176,2008,2085,513,834,197,187,49,156,63
403,75,407,871,439,777,300,317,24,39,91
404,1235,465,1924,1053,455,391,168,20,83,19
405,3117,3624,441,940,169,185,393,128,75,17
406,5085,777,655,39,111,428,114,16,146,88
407,3239,3437,2053,1468,29,305,38,102,87,85
408,3354,2704,2362,270,186,36,300,32,90,44
409,6250,1430,1496,57,941,10,352,191,103,6
410,2919,1149,2215,86,323,315,249,210,30,92
411,1691,2868,786,1059,224,281,182,15,10,49
412,1459,3949,1916,694,84,191,365,150,80,85
413,1277,1684,1621,215,667,374,314,182,68,73
414,6168,3778,1810,488,602,202,382,73,124,38
415,683,238,1303,446,410,168,396,107,140,16
416,2771,634,1124,721,380,523,46,102,125,91
417,108,1932,2006,716,60,565,102,190,27,19
418,3523,3523,902,814,672,86,0,226,12,5
419,2809,289,354,34,775,75,288,143,7,1
420,4729,3298,1440,1446,125,199,349,234,140,95
421,5126,125,1775,657,883,516,247,135,58,91
422,353,1693,751,1525,845,256,281,178,99,78
423,220,3514,974,1572,97,478,71,183,145,45
424,265,2777,1944,1066,316,365,250,202,94,8
425,2939,356,480,227,558,146,336,21,35,19
426,2506,3206,1422,1157,866,486,114,214,106,21
427,1514,2024,2097,1436,368,206,109,184,47,25
428,1904,2856,1766,1172,788,350,279,53,16,55
429,1563,1773,218,1331,276,207,377,12,29,15
430,3651,2000,759,949,10,382,387,12,91,27
431,4096,2952,476,954,411,596,381,15,50,95
432,4212,1542,529,323,700,195,66,160,112,82
433,486,604,1334,862,426,247,110,47,46,91
434,3548,645,94,1293,517,199,294,55,107,18
435,2511,3293,2453,994,852,191,338,2,126,96
436,2259,2930,1879,272,579,130,125,170,122,24
437,371,803,1304,767,500,65,123,214,111,92
438,3002,447,1873,163,466,387,302,62,77,19
439,4558,1138,1933,21,563,125,310,248,91,12
440,4608,3048,1513,185,416,382,71,121,108,12
441,1301,1231,1564,1218,908,354,47,215,141,88
442,5175,286,2235,273,291,67,145,196,111,38
443,879,1074,1827,525,490,168,275,173,84,35
444,2255,1312,1095,1325,319,190,110,20,113,45
445,2591,1283,1130,898,240,298,222,53,39,57
446,5444,1045,534,1396,328,89,387,42,46,8
447,2659,1541,2194,504,973,587,199,76,107,85
448,5767,460,1854,401,513,76,123,9,59,79
449,2025,1134,409,435,196,526,268,14,70,97
450,182,2764,1283,521,612,623,377,178,6,30
451,628,3207,81,382,124,281,149,171,32,7
452,2234,1960,1749,396,772,167,26,91,134,16
453,2675,1096,2288,1377,843,243,48,28,121,78
454,2891,2444,183,454,317,176,47,114,67,53
455,6305,1684,427,241,710,125,0,174,55,86
456,869,1231,314,1264,74,526,65,64,44,52
457,783,3655,1730,818,360,444,219,95,23,31
458,2244,3024,1548,1241,274,195,216,65,143,4
459,444,1171,1438,825,935,201,305,242,147,70
460,1670,1201,2036,904,739,234,250,176,9,66
461,2535,3353,404,1391,303,34,90,242,115,90
462,4070,3083,1374,1487,363,246,114,146,80,21
463,4054,1078,754,1214,218,382,372,109,128,80
464,2413,2015,1769,21,466,473,222,183,0,90
465,408,915,2309,468,238,98,160,107,64,41
466,1037,1524,699,719,13,43,53,46,70,74
467,4523,3286,1360,713,877,462,224,95,113,6
468,3315,3346,1519,1203,413,53,219,182,132,54
469,6245,1480,274,122,533,599,126,141,144,53
470,4453,2825,1299,860,236,465,287,23,132,53
471,4018,2340,1221,18,982,13,373,100,66,31
472,1761,48,2064,1248,956,581,157,4,54,56
473,1179,585,1017,1252,29,496,111,26,132,79
474,2484,826,1422,365,250,371,300,68,37,55
475,6037,1747,2246,1379,229,101,290,105,10,25
476,3039,3678,968,946,968,171,236,219,111,90
477,2089,449,690,852,261,169,2,110,39,70
478,2400,3564,1610,1278,436,449,228,99,147,28
479,5167,1455,1698,474,202,394,24,76,152,13
480,2340,2531,2118,1033,404,396,70,200,76,27
481,3187,14,1887,675,460,400,316,99,27,5
482,3475,3190,53,298,415,537,104,81,21,62
483,2374,136,1535,1082,852,486,81,235,81,40
484,3217,871,2104,1403,129,473,227,8,49,69
485,5647,2697,220,278,217,442,237,124,5,31
486,2844,1294,59,69,283,416,214,22,151,27
487,1697,3756,122,1323,815,501,265,49,129,64
488,828,1736,1537,852,381,524,258,41,147,57
489,2280,1613,1231,95,153,256,256,153,100,72
490,5732,2425,101,466,234,228,264,56,86,47
491,3379,102,1010,1200,714,102,18,239,60,14
492,3148,1779,1994,116,146,352,131,27,98,58
493,2630,1739,279,1434,786,339,113,9,89,84
494,2975,1288,1081,1389,229,417,217,144,107,37
495,719,3678,2052,185,50,101,4,82,142,79
496,2061,1849,1736,85,18,495,105,200,60,13
497,5921,418,320,1021,392,309,167,136,84,83
498,148,3323,1605,857,482,146,167,170,106,60
499,5072,1483,436,1454,970,290,63,229,92,89
500,1174,1742,1920,841,831,580,47,87,152,58
501,2447,2367,1871,673,694,84,264,117,131,87
502,911,2284,1384,109,836,245,23,42,41,68
503,2792,972,1057,304,574,276,16,86,95,30
504,665,730,1517,268,830,152,90,82,114,8
505,2834,980,2262,1480,524,167,180,221,53,57
506,362,1970,158,18,463,437,13,143,149,85
507,2811,1438,2009,158,421,85,215,17,9,48
508,2976,2105,1701,1106,13,275,94,17,102,52
509,1100,422,183,189,970,501,46,211,155,78
510,5372,3210,1012,1470,889,383,366,246,53,84
511,3340,497,439,1106,102,288,21,210,64,59
512,546,3957,1950,406,177,202,53,192,66,18
513,5053,2561,1040,1250,601,86,169,102,142,10
514,3432,282,1658,875,327,560,140,23,66,76
515,3177,2727,1525,464,660,234,70,103,99,85
516,2891,843,1212,74,757,64,289,112,156,7
517,2313,1282,1770,1295,327,566,62,18,13,34
518,741,873,726,1423,230,224,17,130,60,75
519,1417,1551,1398,1229,276,193,301,90,103,91
520,1697,1501,820,809,474,194,194,149,111,28
521,38,770,539,680,175,325,233,126,90,71
522,1358,2742,465,89,259,81,202,74,129,29
523,336,1229,3,344,700,492,199,200,51,76
524,2238,2947,1120,877,764,509,177,127,37,42
525,1253,1464,2288,1111,153,389,326,61,38,77
526,786,2819,2184,811,615,240,24,30,40,41
527,3561,3333,163,58,605,193,309,152,74,93
528,1395,25,1963,1142,657,81,34,228,95,28
529,1029,2727,935,72,581,60,79,20,123,76
530,920,2600,1592,264,466,230,383,244,44,24
531,6226,2760,1483,627,724,131,14,26,25,88
532,1929,2852,1240,78,588,442,229,89,111,63
533,4895,3683,1673,264,866,285,264,142,84,98
534,4469,2243,1242,24,417,546,63,75,115,28
535,3720,1756,1969,1138,646,354,109,29,46,33
536,2258,1888,116,1433,433,298,192,240,74,97
537,109,684,466,1373,932,28,62,12,50,45
538,1530,3570,1079,1343,868,323,50,41,21,96
539,2244,2922,1496,1496,318,239,395,163,109,45
540,5078,2354,1956,1510,465,145,204,109,81,96
541,937,2429,241,1207,774,610,331,190,8,28
542,330,2808,1950,1494,81,290,167,240,122,19
543,2189,1091,1145,1006,161,265,222,103,32,87
544,3154,3036,2415,163,326,238,278,24,65,8
545,3393,324,2115,784,307,530,384,208,74,2
546,2166,1477,490,1023,119,291,224,213,51,3
547,1609,1845,1301,1275,793,199,176,166,28,94
548,2122,3054,1714,753,520,28,393,45,103,77
549,3179,940,775,443,385,21,119,18,87,73
550,434,1180,863,501,924,541,100,113,94,0
551,5942,789,2286,657,862,617,254,221,121,23
552,5140,858,840,1524,895,566,39,236,20,7
553,551,974,936,228,386,277,19,100,75,12
554,1215,2719,2234,289,42,211,233,49,40,61
555,405,43,1725,115,846,333,89,15,96,80
556,4804,160,1770,138,48,193,327,30,150,6
557,1953,478,1426,353,546,513,301,227,27,32
558,4720,3555,680,1054,914,312,206,215,102,86
559,1245,695,1674,1367,242,364,110,194,136,21
560,1674,908,913,1289,789,57,59,91,138,83
561,5128,655,1024,1498,987,517,183,165,0,94
562,5598,1025,1872,817,243,147,306,82,34,53
563,3118,2757,944,1296,660,341,251,69,74,25
564,2060,2207,1827,318,881,314,247,33,138,51
565,2509,3838,2304,396,508,405,334,86,68,81
566,1678,785,1931,1327,525,187,253,111,117,92
567,1881,37,2484,46,565,195,129,15,95,94
568,3001,314,268,1378,768,193,27,83,153,45
