,0,1,2,3,4,5,6,7,8,9
92,2869,3934,1581,1162,69,1267,1007,407,950,298
93,65,436,2920,2965,3096,1946,1024,766,1030,0
94,3677,2512,4927,3638,165,2381,344,293,350,290
95,1568,4638,1523,3064,90,1629,1852,207,279,813
96,5246,1704,4571,2002,1991,1333,1156,280,668,797
97,380,2441,756,167,3149,2078,427,807,721,962
98,1377,96,1833,804,1422,1351,988,352,558,723
99,141,5890,2799,1063,606,860,305,834,238,868
100,2649,2124,1563,618,12,285,423,630,998,274
101,2997,4894,3963,49,1495,2336,1768,1313,1067,305
102,1322,40,3379,588,35,2277,746,1376,758,318
103,3378,1521,3567,226,1101,1487,1265,748,923,400
104,7575,1737,3684,3972,1352,92,47,1003,164,294
105,132,4240,940,1178,2735,587,1300,230,453,28
106,7919,6003,3243,861,2302,946,1452,931,888,14
107,1858,1472,652,281,1532,2463,1603,1144,244,182
108,4824,638,3046,1263,2874,589,303,95,989,675
109,1084,849,753,2423,1974,798,1360,1509,459,965
110,7732,2172,3438,855,545,1778,1017,503,1186,124
111,4452,2502,2736,888,2270,2259,1907,1577,266,84
112,1695,5002,3753,83,2076,378,539,919,346,579
113,5871,3829,175,3619,2497,1726,314,638,1169,26
114,7132,1274,1726,1790,1070,2341,1379,276,935,857
115,3515,2723,3463,3679,2815,2046,1594,45,892,700
116,5162,1354,3392,1409,2748,2013,1435,553,926,63
117,6222,4713,1268,1100,2876,1864,930,940,1154,276
118,3978,1249,334,1307,606,152,1324,663,527,657
119,754,3840,449,2891,1298,1272,1609,1525,116,617
120,629,5700,1372,3648,1548,2383,586,359,1021,263
121,2658,2199,446,459,1512,1226,737,491,1130,158
122,7142,3139,4062,703,3085,508,1109,939,304,505
123,1665,1519,890,2011,453,2375,217,200,869,554
124,971,720,3971,3300,1182,1747,1720,886,1255,725
125,3458,231,4089,1256,265,2057,1867,439,521,206
126,1926,5917,2013,1435,1611,1905,568,957,1080,137
127,4685,3651,3034,747,627,911,1832,608,526,132
128,7054,151,4904,1741,157,1484,1585,147,720,47
129,466,2909,4848,217,897,1300,1177,75,257,104
130,1517,1631,3881,785,2610,787,896,440,891,74
131,1702,5172,3727,3535,478,693,944,1340,786,644
132,1978,4073,1135,434,3082,764,1120,429,17,908
133,680,1835,3626,2196,1128,803,1275,1031,62,462
134,3818,5801,2442,2393,2716,34,1230,1296,576,684
135,2311,5672,4485,2079,1494,1987,881,1158,1250,90
136,975,1462,2801,316,1376,256,144,1278,199,344
137,6268,257,4873,620,2837,1743,355,795,502,446
138,299,742,2286,217,2768,2190,1846,1540,883,585
139,5986,6275,3147,1576,920,2414,1652,218,26,397
140,81,277,3641,600,1348,2005,1828,1072,1133,980
141,756,5843,1721,213,753,1928,1258,1399,606,608
142,4210,2667,4059,3839,1302,44,323,1008,1065,883
143,3711,2256,4583,750,1974,2051,746,779,1237,498
144,1599,4394,560,295,3146,1493,537,1568,37,500
145,916,2571,2080,892,3038,247,209,327,964,839
146,5972,5115,745,2785,623,891,994,57,918,307
147,7600,3689,3889,94,2975,303,1739,640,333,572
148,995,3594,2270,385,2042,2164,282,1004,205,542
149,4946,2864,2487,3923,3140,2116,276,1204,351,927
150,7582,3144,1168,2946,2249,2014,727,801,1045,782
151,1309,2950,3902,2547,1508,1521,1533,867,19,303
152,1075,2650,3798,64,1017,2360,1166,544,70,340
153,5637,1579,4195,3795,1029,1703,1895,48,436,750
154,5390,3379,3035,551,2168,2485,721,96,617,895
155,1615,5870,3926,2534,1332,957,1004,1495,775,912
156,1024,1480,2270,1759,1342,966,435,184,667,757
157,2878,4871,2828,1966,873,661,1126,335,1142,905
158,1349,3812,441,1282,1967,2425,808,1014,174,940
159,3581,30,2585,1510,1197,991,95,178,398,874
160,5273,1127,230,2099,2013,2224,1626,992,279,474
161,6030,695,3724,1156,2929,1333,93,1547,294,496
162,112,3426,843,3625,2953,901,1830,1298,765,683
163,3040,82,1915,3510,1361,1145,717,1384,1108,198
164,5384,3899,2499,2685,2977,2198,232,1393,794,670
165,1300,2172,1376,3966,243,1567,512,131,796,481
166,1385,1617,2770,3312,1094,252,1177,1239,422,869
167,5306,3809,636,3781,2063,567,1806,1042,242,908
168,5728,892,1392,494,1128,2182,867,1520,607,825
169,6393,3374,302,1830,2305,1149,312,1219,939,581
170,1849,542,303,41,1874,1855,912,878,613,144
171,5472,3184,4920,3247,3029,355,749,73,542,957
172,4593,6116,3758,565,1151,2210,819,956,1255,114
173,5340,2255,4388,1320,1745,359,1376,575,512,57
174,1763,288,3967,2972,1256,1818,969,1368,109,654
175,3603,3525,1142,84,2970,1767,349,826,393,714
176,5687,1536,1314,1469,1787,816,860,452,756,118
177,5900,3446,3735,3686,387,1865,555,1306,125,95
178,1983,376,4246,3558,2690,671,1349,876,315,288
179,4087,4761,4571,1737,354,1554,1208,1108,252,838
180,3393,1460,2755,261,2445,1646,1122,1391,455,837
181,7805,5582,4072,3847,608,177,450,378,581,151
182,704,413,3777,90,2254,1215,308,943,906,964
183,3759,4377,3010,3563,1764,2280,975,455,1250,505
184,1287,2124,921,473,1222,794,1779,1363,650,437
185,763,5829,346,68,445,1916,1112,1250,1211,220
186,4878,2006,3003,458,1487,2475,1433,1519,19,381
187,4395,2446,2239,1703,441,1531,31,488,575,146
188,277,1485,4129,1061,1961,671,101,543,432,773
189,1757,3032,834,3730,442,2307,676,1107,200,367
190,3311,4356,3417,399,2892,1368,1100,1110,356,314
191,4249,5986,2390,919,2574,867,1979,582,521,970
192,1371,180,2170,594,2380,921,349,678,1055,621
193,2564,296,246,69,1115,366,1313,603,1128,623
194,5625,461,3883,924,1184,2419,1493,1097,99,464
195,1341,4875,2363,3843,977,2342,126,337,42,248
196,1059,2367,1148,607,3030,1481,1009,1050,150,247
197,5824,410,299,1053,771,1978,445,389,1103,412
198,3146,1630,3111,3588,2500,887,440,790,1238,248
199,1437,2600,2200,1263,324,1750,1586,204,354,484
200,7008,914,3643,1060,2728,671,1748,1197,208,487
201,423,459,1357,1011,116,2450,745,1218,456,336
202,3756,3863,634,33,618,1335,1283,396,283,17
203,1365,354,1987,2351,2926,700,990,1539,520,853
204,2000,2141,4431,3232,2307,156,272,1373,259,339
205,2370,3599,2530,558,1793,881,1932,998,1106,184
206,844,5759,1739,533,1000,2156,282,856,11,161
207,7709,3932,4687,3270,1638,1070,383,1367,704,150
208,5198,352,1726,3631,1489,1302,481,85,782,269
209,6810,1265,2148,444,1448,1128,1065,672,1030,354
210,1419,2074,670,3138,804,1016,1323,1355,953,177
211,5277,4936,2195,1024,2591,987,1532,1331,322,284
212,3630,5111,282,1953,756,2298,1442,1005,437,513
213,7888,3469,3551,2313,453,67,824,705,7,271
214,2666,997,1923,3460,1612,2338,253,1367,378,645
215,652,4648,3025,1177,2797,796,1242,396,1097,100
216,63,5043,3189,3646,2277,1820,960,750,527,475
217,4146,1769,3251,3671,2068,830,662,620,677,198
218,2931,727,3238,2752,1329,1011,1743,204,453,484
219,586,3203,19,2229,125,1749,92,1174,1194,324
220,5713,959,4868,556,1618,1977,1425,1086,541,230
221,1777,2382,474,3186,2651,1561,1278,1541,406,184
222,5409,1318,1191,570,136,965,1700,97,761,220
223,3211,2726,2722,2035,1755,996,1868,1021,1047,844
224,6035,879,1736,2018,9,630,562,499,669,158
225,7170,460,3069,335,1272,1504,1664,26,737,975
226,2282,625,1547,643,2499,2169,275,288,84,136
227,6036,2701,4675,2603,940,1315,423,1407,1076,886
228,6945,124,2990,3721,80,139,453,88,572,298
229,4783,5066,3308,181,3125,1944,773,664,204,647
230,30,957,1911,3621,2125,810,1206,595,191,806
231,7084,2036,234,981,888,618,1596,355,755,931
232,3847,369,241,3331,2823,509,830,628,1027,145
233,2275,2223,783,524,892,2476,182,161,152,843
234,3051,4725,3922,1063,1866,460,1208,932,874,138
235,3915,3024,1228,3408,2993,350,987,1156,236,665
236,3718,2851,378,3284,2310,2024,1761,401,540,633
237,2471,5794,2112,2324,1911,92,538,662,150,146
238,6501,4302,1319,728,340,718,227,1023,1094,559
239,1291,1385,4344,1308,1881,1344,675,507,273,212
240,6909,2200,797,1214,1908,690,809,747,197,258
241,2580,2854,2870,1313,1552,1352,787,655,498,625
242,1653,63,801,3650,464,2230,746,476,799,171
243,1890,658,2397,439,212,1944,1718,6,402,752
244,1608,2458,2875,3505,1675,519,393,612,564,15
245,5701,4468,3217,595,1671,1791,1268,1421,145,250
246,5126,2500,3540,896,778,98,238,663,863,86
247,5695,1196,4177,203,1960,44,288,1192,86,628
248,1274,2763,3575,787,2945,575,1247,152,906,812
249,1796,6178,2103,917,1223,1592,171,648,889,428
250,1544,2920,4923,2221,763,430,160,95,1041,796
251,4252,942,413,120,2263,1733,1680,130,470,399
252,7553,3541,2597,2085,2786,747,812,1237,967,380
253,6079,6244,2399,1786,175,729,191,261,324,583
254,2918,1200,3735,2238,1445,424,1538,395,1160,317
255,902,2247,4206,455,735,1464,421,839,705,304
256,6776,61,3933,2801,2233,769,981,1261,734,93
257,4115,1360,3802,1458,2499,330,1454,678,1183,221
258,1561,754,490,3335,386,554,1172,567,1245,899
259,3956,5868,2264,2215,817,2018,1567,1387,919,59
260,3468,1177,4600,669,2018,469,808,82,588,875
261,3852,5698,2153,564,773,892,835,1415,534,844
262,1819,5082,3483,2230,29,1468,183,178,84,340
263,1179,5939,1452,2810,2689,1382,1492,739,709,655
264,1792,1453,2249,1378,1369,990,964,1477,426,223
265,754,985,3111,1399,317,1783,1962,1351,339,176
266,307,1929,1067,151,1167,534,321,648,827,146
267,6371,1796,3613,3843,1250,952,1276,1280,149,196
268,1545,2526,4001,2131,671,1162,1963,1282,1005,375
269,5879,3497,1665,964,709,28,1455,921,458,106
270,2848,6040,3645,1195,609,1370,1536,110,78,458
271,1625,107,2008,996,1489,1004,138,1302,146,454
272,6920,702,1136,2167,3117,1463,1464,443,1135,607
273,4853,3729,4497,980,559,289,1059,793,900,772
274,1501,3195,2773,1472,30,2285,1845,1146,846,121
275,747,2258,4605,461,401,2295,1343,288,1225,207
276,7518,2586,2860,1274,1481,1098,1599,233,685,724
277,3504,3309,1838,1586,1623,2171,52,530,546,661
278,6848,2350,3723,987,58,2421,217,432,887,953
279,1711,889,4018,3340,2052,2171,747,769,529,531
280,612,5590,3985,131,2639,411,141,687,1043,599
281,5295,694,2676,2875,2869,1367,211,405,171,827
282,4264,2959,2957,1898,556,2414,263,31,180,917
283,925,2261,1131,1622,2256,693,110,911,444,565
284,962,3454,3624,2717,2114,1489,1754,1361,460,668
285,4690,4886,3234,1684,1684,775,1569,363,333,757
286,7917,3570,2859,3905,86,2367,470,531,1,931
287,7163,957,4263,737,1578,465,1985,1247,828,354
288,1816,1418,561,658,978,537,1229,499,956,333
289,2456,187,293,99,66,581,4,1201,493,433
290,783,3203,2213,3557,1960,1531,1377,1176,142,38
291,4643,2626,1474,3479,2103,1022,45,190,710,848
292,3181,3342,1518,2933,2963,1346,1974,630,879,831
293,5435,508,630,2663,789,1616,248,559,937,906
294,2955,1586,4745,615,2842,2448,962,1509,967,42
295,1886,989,4886,390,1176,1964,224,132,447,743
296,1885,424,1908,611,639,2277,1103,1142,266,669
297,4387,1716,800,3556,803,1224,683,1147,96,399
298,2036,760,238,1857,397,1658,330,1013,1028,823
299,950,1266,3894,1192,264,1743,1062,736,9,649
300,2844,1250,2914,1499,774,240,670,405,80,325
301,944,6215,1309,1778,2943,340,842,334,309,595
302,1610,777,377,78,1239,1462,1709,250,1249,59
303,3115,2475,2021,3694,443,592,1744,1516,62,283
304,5584,5768,326,989,327,1971,1958,1492,324,174
305,3898,2867,1749,1887,1718,785,1631,382,321,187
306,2049,4882,2786,1727,1002,1427,1625,863,161,763
307,4748,1182,3624,627,948,1920,1359,762,940,3
308,766,168,3941,1992,1759,1302,602,237,855,978
309,491,4140,3435,86,1130,174,1414,129,962,586
310,965,5475,3226,444,2818,1354,1153,97,684,615
311,3197,2817,678,1873,2954,1960,154,286,1147,587
312,7777,5176,956,3820,491,246,1150,401,273,74
313,3511,4390,75,8,2747,558,710,302,1217,724
314,5420,4129,1559,1590,213,1329,1566,894,821,901
315,799,1857,2727,3211,283,1020,482,119,1205,754
316,3402,706,3083,3419,2763,545,1182,550,941,506
317,7321,1792,4604,793,565,1390,961,553,512,769
318,1999,2951,2883,130,2436,575,1086,436,1163,472
319,899,1881,3524,863,576,1605,497,1305,21,139
320,937,5725,262,1595,1344,2300,1938,1190,269,445
321,1478,5298,4097,3660,1371,912,645,1207,865,372
322,6277,3684,1989,2636,3064,1532,1512,816,994,132
323,2997,2760,2873,551,1956,721,1195,791,753,183
324,3383,1741,2269,2680,1591,2035,97,900,151,549
325,2718,3593,3335,951,19,1536,1973,187,876,59
326,6006,3272,1478,2730,244,2012,421,439,372,943
327,7313,6238,1529,1541,1310,374,1649,1303,976,492
328,203,3171,2919,2952,250,1588,1767,827,200,463
329,1887,3217,3987,3177,750,1946,1940,634,214,729
330,1175,5941,203,1962,1905,1719,1234,1378,1099,910
331,5252,2052,4316,2332,2315,1390,80,1476,258,740
332,4118,1589,1883,3245,857,37,1468,1520,232,973
333,1264,2565,1449,3585,2479,184,1150,934,572,337
334,2118,2407,1330,1560,3118,12,1699,681,362,41
335,5856,5181,4122,556,306,512,1021,176,517,758
336,3748,1591,1032,1615,1200,572,1511,972,809,234
337,4814,2320,3940,2002,1558,1660,111,906,1133,127
338,5594,6266,3912,3900,1857,527,1671,1339,1171,882
339,512,5802,265,406,24,440,574,1491,438,388
340,2707,4306,786,941,1877,745,941,1186,1192,750
341,200,5641,1852,904,2300,292,441,592,778,872
342,1380,1190,2889,1216,1898,700,584,548,829,447
343,28,3202,3658,1589,712,118,1614,1067,15,653
344,4574,3292,4400,9,1919,143,386,110,695,648
345,64,3342,2450,1117,1049,2078,1607,850,1017,113
346,5309,3047,2175,450,465,630,1745,655,738,732
347,4389,5474,2205,2361,2272,1341,1170,276,946,880
348,4075,3738,3219,409,2099,2487,900,1169,1141,56
349,1587,2759,4755,3451,619,398,649,197,1230,876
350,7782,3189,3321,2651,105,1951,1390,1339,409,187
351,1502,2726,4644,3894,2018,2001,4,288,1108,266
352,4892,1736,476,3212,520,826,1237,1463,649,797
353,2006,2571,762,3168,22,44,1211,951,572,973
354,330,1967,1046,2023,1882,2228,1269,807,439,123
355,4111,5596,1357,1267,1104,2167,1465,1296,144,760
356,2360,2457,954,1741,3095,2138,831,426,606,915
357,99,4259,2219,2825,360,1997,1601,1172,376,869
358,1835,5039,958,1630,1263,2429,468,18,1251,787
359,5129,552,3807,2126,1330,357,963,188,768,482
360,1063,1048,1622,1657,2071,261,1554,1364,901,858
361,3216,2018,659,1149,2598,968,727,1455,893,206
362,5145,728,1989,2000,450,1487,332,961,272,446
363,1194,246,3739,2161,1530,479,422,935,1157,195
364,1884,2441,4022,1792,1696,1904,232,1114,1008,510
365,1613,2647,1845,503,688,82,1622,427,341,287
366,2165,3162,3307,2726,1978,381,1230,116,752,286
367,1996,1657,3112,2642,822,1270,287,1326,611,972
368,2948,2113,2184,3318,44,2167,684,1287,751,309
369,2116,890,3247,450,1666,739,518,904,832,912
370,15,4657,1618,1870,1624,1062,616,1325,267,463
371,237,1574,4507,2752,1668,182,798,502,191,976
372,77,2143,1040,3151,2222,283,633,1458,241,135
373,6830,5187,1751,2674,2717,313,1774,721,99,781
374,214,2284,2672,192,2021,182,1675,1135,69,290
375,5113,1789,1596,3171,1711,2101,917,207,336,837
376,1535,3498,206,1094,408,2331,664,313,1124,978
377,2256,3987,2850,2268,1586,1851,1282,1184,63,418
378,4969,2111,911,2449,2094,2492,907,169,412,493
379,6627,669,4773,2910,1882,1397,924,986,302,759
380,5095,1902,4905,1665,397,729,840,1276,683,41
381,244,5508,4728,1640,3,1452,843,598,1132,874
382,3464,6220,902,3279,1951,734,1269,1386,963,944
383,6386,2678,1056,3858,2079,1133,1896,403,121,160
384,1192,3221,2892,2248,2253,2058,1034,869,1162,25
385,3749,131,3459,3339,241,1449,1405,1383,1042,606
386,4014,1889,3310,3316,1742,2324,144,768,88,400
387,3415,4286,3840,779,3108,1059,531,548,587,538
388,1294,488,4350,310,737,1212,1791,244,536,31
389,7339,2891,3332,2160,557,1155,362,523,221,363
390,3841,2662,4800,226,125,1719,1639,462,836,683
391,393,1733,3764,3121,1325,49,411,1483,696,113
392,1070,1755,4135,2408,726,1943,380,951,778,614
393,1151,4866,1691,2944,1731,710,1694,1428,1229,979
394,627,313,4403,1650,1200,409,932,427,207,682
395,6897,3768,4987,2940,557,0,1527,486,10,517
396,995,3084,1567,490,1787,1740,1312,737,78,426
397,1412,3318,4813,298,1389,96,1671,1288,836,639
398,1488,6308,2665,2780,2625,270,1849,500,988,35
399,628,5558,288,1334,862,2396,1976,1128,1101,210
400,585,1414,2646,307,1402,1048,1240,1223,728,305
401,1758,1102,4503,2354,2774,1610,1424,121,938,319
402,6514,1539,958,2266,765,1981,381,566,994,53
403,3648,822,4866,2081,1824,241,273,412,525,268
404,5744,429,816,2325,1864,1666,1099,207,1196,987
405,1044,4618,3906,1579,1893,157,1108,1214,1169,227
406,5094,5690,571,2786,1758,1855,1193,1323,31,756
407,7896,4539,1178,1696,134,1002,1858,1479,63,327
408,596,5041,726,1062,3095,1799,75,695,1074,730
409,5906,4491,2979,3754,821,1074,1791,311,997,528
410,6226,3422,3173,1618,27,2235,1493,840,108,645
411,4356,746,3127,2521,604,1308,346,1400,194,482
412,3388,2944,4433,595,307,1203,827,565,143,955
413,6166,4571,3908,80,2103,108,442,176,438,691
414,503,4355,1987,3578,2512,379,238,847,271,61
415,6994,1904,1308,2858,563,1013,1165,376,219,815
416,4331,1117,3898,976,2916,2472,716,24,855,227
417,661,1747,2602,2949,41,108,1739,574,385,740
418,5904,3348,2312,1385,911,130,1610,670,853,420
419,1469,6249,3664,2355,280,1030,658,1373,882,710
420,1823,590,2114,2093,946,228,31,848,238,707
421,536,4857,4611,3118,0,578,1794,330,11,887
422,7763,3175,3094,1382,1242,622,1958,414,798,682
423,571,3653,1974,1825,974,2168,362,114,850,865
424,1552,4539,2658,3110,921,983,744,659,986,931
425,7008,2684,2985,126,2654,1151,260,1541,1044,298
426,855,2755,522,1613,505,1541,237,777,975,960
427,597,780,602,2855,114,1011,563,1336,540,112
428,6153,1852,1473,1956,2935,89,418,40,1254,323
429,5026,2938,1385,1295,1537,262,163,633,963,516
430,414,6239,1927,1301,3152,2103,454,1061,71,117
431,2839,1219,4078,57,443,634,1695,1290,905,982
432,5238,413,137,642,427,729,890,1189,388,717
433,5772,867,1092,2076,3040,1375,940,1566,1194,121
434,1347,5670,3525,310,2905,1338,1190,297,435,360
435,4813,2096,1212,1311,467,1700,924,1473,263,397
436,2493,1499,2399,2329,1906,818,1184,617,854,398
437,5967,1183,2967,2034,2621,1655,924,1145,1091,577
438,2981,2067,1513,1762,2403,1288,1873,109,610,100
439,6021,1288,966,1299,2295,1786,1927,917,844,735
440,7782,2278,2965,3328,2032,645,476,772,431,778
441,3235,5812,3250,1330,1032,2213,1660,869,1114,279
442,559,3727,4048,1586,1353,2210,1125,1123,972,169
443,3729,5410,2425,1336,242,1519,132,301,872,118
444,3890,1403,807,2585,532,2305,10,1227,490,479
445,5051,1275,3160,509,74,1200,1065,1431,885,671
446,7844,1045,4885,1181,1336,1552,289,1134,270,17
447,6001,2665,3961,3154,438,1956,940,1265,429,126
448,474,2892,2065,2790,746,1350,292,54,311,412
449,2589,1875,3500,3154,132,1101,1233,1513,214,892
450,282,1298,2213,472,897,2217,1848,870,486,947
451,1855,2481,842,778,1068,1743,1356,1529,596,738
452,3546,3468,2952,806,3023,696,437,1398,410,327
453,3049,3983,4667,932,3154,189,27,901,1251,352
454,480,1188,477,3044,401,545,596,1227,1143,810
455,5696,2691,428,1346,558,1168,379,994,775,711
456,3809,1654,3594,1156,1828,66,1688,181,603,786
457,6631,3469,2475,2653,2888,780,1361,311,1244,67
458,996,6036,886,880,339,1188,637,1417,665,551
459,222,3315,4152,831,1582,451,413,108,297,499
460,3947,234,515,32,2356,943,0,118,1182,780
461,4302,2351,4663,994,986,255,1448,1161,977,773
462,7291,854,2121,268,1156,25,1130,656,329,279
463,3862,3090,624,3012,3121,1121,1465,640,459,650
464,7518,3507,2058,1782,551,1746,377,562,528,814
465,739,3516,2234,421,1945,2257,1095,371,41,813
466,1853,1299,478,2357,2198,870,1335,63,865,634
467,6416,2958,4900,3394,2205,78,1033,1282,127,53
468,7574,1949,4586,3023,1016,25,1286,809,766,426
469,713,5094,2657,55,2095,383,1876,1202,619,856
470,7324,1323,3095,2691,596,1749,1964,1248,268,368
471,345,5598,386,2536,105,161,708,915,241,862
472,6654,2855,52,2984,1220,1755,702,1406,268,872
473,5342,4555,2691,2180,346,1011,171,65,555,1
474,1381,1385,1158,2253,200,751,1518,128,405,137
475,6730,2193,3127,277,1378,709,1222,946,1173,262
476,3290,2124,1751,2189,3092,1005,1207,462,1059,636
477,222,1032,2018,2873,2896,1045,201,883,367,822
478,358,2715,4828,358,139,2133,431,1145,432,421
479,5130,1407,544,291,279,2193,1234,493,904,65
480,656,6287,3816,1688,2885,376,1212,814,619,683
481,2618,377,3537,2359,1389,2214,955,1553,904,414
482,4478,226,3387,3319,156,1882,928,975,1114,978
483,7749,461,2343,143,1639,1372,1627,763,1066,262
484,455,3009,3043,1932,2875,540,270,1410,630,439
485,5409,2787,772,1744,2207,1165,1183,1538,516,87
486,5818,883,3877,415,18,1484,1220,1259,213,946
487,578,11,312,1962,2362,0,1754,1221,1070,942
488,4795,614,2144,3557,2960,1193,1609,1431,574,667
489,1735,4770,2261,390,2107,2264,1614,53,907,647
490,184,1869,726,1659,2358,895,711,369,273,892
491,6365,670,4482,3514,1497,1013,1849,277,351,965
492,3388,6054,2687,2149,213,1058,1077,222,1205,673
493,1386,3506,4562,2276,433,1057,70,103,533,20
494,2706,2723,4843,2448,101,323,1913,477,738,456
495,6382,4512,3576,771,489,2136,1693,1093,1079,466
496,3981,3889,239,236,376,884,1266,1373,364,269
497,567,4324,3938,2669,1450,1584,290,884,924,531
498,5135,623,2251,1816,2117,1210,1824,1441,592,888
499,523,1222,3735,218,2204,761,1217,1530,899,18
500,1525,3666,4394,2316,2909,789,978,861,1004,242
501,5046,1678,412,233,2193,1949,1033,1213,1061,221
502,2319,6014,1818,354,2416,659,1419,1045,969,918
503,5662,4163,4004,1445,1558,86,1069,1361,177,981
504,1212,6019,4983,1362,321,958,1624,1132,1145,733
505,3758,2878,5007,2290,795,1794,1074,1264,151,711
506,787,3690,2959,2492,2433,1031,1268,215,1151,454
507,2525,2952,930,3026,1038,305,1919,996,1038,279
508,4829,4440,3192,1469,602,2361,1855,121,1008,480
