,0,1,2,3,4,5,6,7,8,9
75,4302,901,1180,469,47,89,59,32,8,3
76,401,529,120,463,147,59,8,26,13,4
77,160,1850,788,24,189,127,7,24,14,1
78,3695,1418,269,79,247,128,41,12,5,6
79,3869,2498,623,88,191,37,39,11,1,3
80,2156,657,606,191,25,88,30,1,11,0
81,1001,2436,1002,449,96,19,25,38,15,7
82,2790,1582,1005,577,309,151,67,4,12,0
83,2311,1183,1233,300,236,83,31,10,5,4
84,1231,1594,945,40,287,77,32,2,1,6
85,1971,767,805,169,116,3,30,26,16,8
86,173,3,333,499,114,118,7,4,1,0
87,1377,758,871,590,112,144,59,25,14,0
88,2583,1589,738,263,174,59,10,25,14,2
89,2756,1925,1109,213,105,79,10,37,7,2
90,2915,2271,347,618,107,153,67,6,11,2
91,1681,1084,361,251,46,91,74,38,15,1
92,755,1395,818,359,267,13,71,32,11,0
93,327,689,80,334,289,33,25,32,17,6
94,4462,2407,995,401,130,79,62,31,6,6
95,803,2340,748,143,38,2,17,38,8,6
96,4441,2396,134,225,69,93,6,31,16,0
97,3619,1972,635,456,188,125,67,3,9,1
98,1608,290,1132,544,240,125,10,29,13,6
99,4511,931,278,336,124,18,12,17,1,4
100,1090,2298,956,607,175,29,12,3,12,8
101,1734,288,743,583,188,13,37,14,14,1
102,41,1405,148,504,255,23,57,2,10,7
103,3586,857,134,314,34,131,6,26,6,4
104,3865,2275,702,251,211,2,42,10,2,1
105,199,1156,385,175,289,135,15,20,14,8
106,4993,1229,77,576,177,74,34,8,5,3
107,1413,2190,849,353,35,27,39,15,12,6
108,991,2098,142,349,200,105,66,13,16,3
109,174,104,1137,162,79,150,51,26,0,4
110,2698,1782,875,190,277,136,30,28,5,0
111,2325,1714,19,39,211,68,43,0,6,8
112,2683,1487,80,30,287,39,66,37,6,7
113,58,2338,334,39,83,31,47,4,12,0
114,2131,554,109,169,94,145,34,34,2,2
115,15,2038,407,568,94,3,47,13,15,6
116,4439,1366,1073,393,51,154,55,20,9,8
117,4316,1424,1246,228,9,65,69,28,11,0
118,1968,299,351,215,112,115,72,34,5,4
119,1480,561,385,414,35,139,52,25,17,5
120,2275,794,214,20,7,121,13,17,12,2
121,1046,1435,692,300,198,140,53,19,11,1
122,4105,1845,182,573,279,125,4,18,10,2
123,2937,1973,885,274,176,134,6,19,8,1
124,3774,597,120,350,89,67,40,3,4,2
125,3566,821,44,118,151,144,69,33,18,7
126,4824,991,586,374,233,136,5,2,6,4
127,607,1578,1107,115,204,63,40,36,10,1
128,1315,2053,891,610,138,64,29,27,4,5
129,3989,1102,680,215,52,96,17,9,17,4
130,4535,1090,85,153,130,67,60,36,5,3
131,4290,1359,611,408,211,40,9,18,5,5
132,2069,2429,944,85,47,55,55,9,17,6
133,3936,571,40,572,288,89,35,33,3,2
134,834,2420,410,529,116,35,35,6,12,7
135,1969,57,137,88,169,125,16,5,2,8
136,2032,2138,741,470,180,126,50,17,15,8
137,1700,2152,542,283,118,52,42,4,16,5
138,497,2157,908,98,53,15,12,26,4,7
139,3124,917,330,100,140,44,47,16,2,3
140,1341,2438,951,150,144,92,60,21,9,8
141,3400,586,970,10,312,64,67,15,6,2
142,2220,1943,687,201,44,153,58,27,13,7
143,3701,1860,875,243,33,133,1,10,15,0
144,70,4,561,52,170,53,16,35,4,4
145,3474,1422,1221,14,167,102,38,12,1,6
146,3960,343,620,151,65,8,4,23,17,6
147,966,475,550,405,35,73,28,28,11,5
148,287,659,438,554,294,151,31,36,0,3
149,4733,1804,691,432,258,60,25,2,2,1
150,1925,1333,61,623,56,116,37,4,10,4
151,4373,944,167,377,22,103,23,33,0,0
152,2649,539,294,408,220,38,18,12,8,3
153,4711,348,977,532,255,88,35,20,6,0
154,996,14,270,204,140,89,0,38,18,6
155,1645,903,30,183,158,0,46,6,18,0
156,4539,2113,365,12,67,119,66,1,17,3
157,1571,728,578,285,185,11,29,18,16,8
158,3905,661,613,369,35,136,49,0,15,5
159,542,753,545,355,144,34,47,10,10,5
160,2349,795,7,367,201,121,46,10,5,3
161,2923,2069,380,435,42,56,74,28,17,7
162,2128,1438,950,283,11,44,40,2,9,3
163,584,1422,1015,186,195,72,37,9,1,5
164,3298,1900,1251,241,121,24,5,3,4,1
165,2583,961,252,347,100,134,54,37,0,5
166,1941,1609,27,506,196,4,68,24,9,8
167,3099,614,733,532,20,11,52,13,11,5
168,1076,1837,1087,628,298,101,38,19,16,6
169,209,1921,189,509,153,69,62,9,16,1
170,2526,15,257,70,113,36,13,21,1,7
171,366,1211,825,608,187,51,12,11,1,5
172,2053,1130,386,199,230,44,57,18,7,5
173,2666,260,989,513,90,7,33,25,8,8
174,3152,1730,434,183,109,22,46,14,10,6
175,3674,331,1021,367,163,147,6,11,9,7
176,453,1460,936,324,11,17,52,27,12,6
177,3768,540,615,83,71,66,4,3,17,2
178,85,1433,1129,172,142,48,26,6,2,0
179,2065,2245,687,165,71,151,38,8,12,8
180,1855,1426,685,614,147,61,58,14,12,2
181,3203,794,27,312,297,109,29,14,3,8
182,43,241,89,486,293,36,11,29,15,8
183,3343,2094,1026,62,146,51,23,4,8,4
184,43,116,282,482,97,105,66,30,6,3
185,3213,2451,234,281,189,124,45,16,18,5
186,583,910,424,121,27,71,30,2,6,5
187,842,2508,764,522,122,145,42,20,9,3
188,2957,2239,861,594,129,42,31,14,9,6
189,2825,2264,265,504,148,10,28,31,7,3
190,709,1251,2,414,3,104,75,13,14,4
191,3654,1282,169,482,290,92,17,10,4,5
192,4960,274,978,594,115,64,75,3,9,6
193,2814,261,384,14,7,87,39,24,0,0
194,1696,367,190,321,217,124,45,16,17,2
195,1911,1117,1114,406,54,100,4,21,0,4
196,276,1786,190,487,42,55,51,36,15,1
197,2122,1383,1170,405,12,75,12,2,8,5
198,1413,2113,648,466,236,65,50,10,17,8
199,4386,1137,1209,551,65,96,37,7,18,4
200,1738,1366,231,268,219,26,48,6,14,3
201,609,265,1106,332,1,58,19,10,17,6
202,4645,2146,978,506,163,15,3,29,12,2
203,4231,331,510,465,308,141,14,29,2,2
204,3602,1099,599,165,121,40,59,28,16,4
205,2531,116,338,465,54,53,18,8,6,3
206,2337,379,717,229,77,120,59,24,0,8
207,4905,1501,498,325,142,14,59,18,9,5
208,4780,1387,1099,173,254,136,39,1,14,7
209,1738,2152,164,392,40,153,29,32,17,6
210,3504,332,776,580,74,10,23,31,8,4
211,4304,1673,389,464,132,77,55,23,17,3
212,4320,1209,763,327,242,82,8,14,4,5
213,1257,1937,701,210,180,117,24,25,8,8
214,2664,1350,53,517,51,11,21,35,5,2
215,2857,2479,173,147,191,148,57,38,12,2
216,2996,682,73,334,96,104,7,5,11,8
217,3905,1808,49,324,103,63,10,10,2,5
218,3720,1959,867,58,119,130,14,26,12,3
219,4836,1309,1198,41,276,7,33,13,16,3
220,3576,2469,250,382,14,37,52,3,17,2
221,3664,250,178,539,298,134,38,37,11,4
222,31,1399,639,541,260,101,21,18,11,4
223,3742,2119,1199,79,237,1,76,30,17,5
224,2315,1249,64,52,300,50,71,8,10,0
225,2425,583,890,503,47,88,69,15,14,7
226,1926,221,765,8,241,89,21,36,7,8
227,3087,2397,696,62,150,20,30,25,9,3
228,2942,2478,1087,26,226,21,47,12,0,0
229,2499,1497,412,246,170,100,75,25,17,2
230,1891,2265,195,36,217,25,73,0,3,2
231,716,1322,1049,519,206,74,17,33,16,4
232,1052,2268,343,225,176,137,0,18,10,8
233,643,1275,587,526,275,7,42,13,15,3
234,610,1878,933,164,226,105,37,2,16,6
235,49,1680,1118,155,148,16,42,15,3,0
236,2085,1591,1161,228,254,9,56,10,9,8
237,2143,827,127,69,62,9,57,0,12,1
238,2610,44,585,471,271,61,58,19,16,8
239,531,1322,1008,306,198,109,52,26,13,3
240,4489,129,358,144,103,121,8,38,3,2
241,479,106,309,403,288,58,41,38,12,0
242,880,1592,493,88,214,16,11,33,5,8
243,3739,87,268,349,283,64,63,20,3,8
244,2710,39,673,219,267,75,45,16,1,1
245,4341,1430,654,339,119,152,15,23,5,6
246,3706,361,1210,370,62,85,9,33,8,3
247,4137,1418,540,202,120,71,8,1,18,2
248,2534,342,615,257,91,63,23,26,9,6
249,3779,1970,428,434,77,106,47,34,16,3
250,1063,1236,806,601,159,130,58,3,6,3
251,1757,1728,573,142,69,130,8,4,1,6
252,3077,436,328,603,177,32,54,37,7,8
253,3792,497,984,517,201,122,25,30,7,0
254,1652,1185,621,13,85,91,59,12,3,7
255,2233,868,47,174,273,96,36,6,4,6
256,109,2015,1087,235,28,112,12,18,10,1
257,849,2265,1066,139,65,26,15,18,4,2
258,402,965,830,471,209,4,37,13,10,7
259,2445,1399,36,121,69,77,35,36,7,1
260,1648,1338,353,33,296,139,67,21,5,3
261,2582,1829,327,21,19,54,33,5,3,2
262,2193,1365,743,401,160,58,9,27,4,1
263,2365,1521,1025,101,89,6,27,7,17,7
264,1232,249,343,592,289,122,71,32,14,3
265,374,2223,80,491,20,43,36,30,16,1
266,4009,2482,1030,170,8,125,73,35,1,8
267,3227,2343,1059,461,137,74,7,24,15,5
268,344,2333,680,417,147,39,6,35,16,2
269,4196,645,984,266,249,128,69,10,8,0
270,4474,986,1043,177,223,15,71,24,11,8
271,1777,2508,1151,590,55,13,22,27,0,2
272,2277,818,1201,155,215,24,15,22,12,5
273,3309,1524,263,563,49,108,38,3,14,0
274,3514,1933,1031,12,60,135,31,37,9,8
275,3287,1895,125,465,244,84,17,33,0,0
276,3900,607,1057,618,103,76,20,2,0,3
277,1004,839,1099,90,189,42,14,20,5,6
278,3144,1296,567,601,35,46,54,13,15,2
279,3470,782,144,74,205,74,7,7,7,0
280,2722,1514,1130,396,148,133,72,12,3,0
281,1500,2192,642,355,12,29,19,5,6,5
282,3288,2397,124,336,92,120,3,28,17,2
283,2289,968,498,149,106,88,3,11,14,5
284,1810,673,117,212,252,137,11,22,14,4
285,1184,69,792,456,270,40,15,6,10,2
286,2090,1797,857,571,15,65,48,10,18,3
287,3574,1931,893,2,125,73,44,0,1,6
288,1618,1827,334,427,45,113,48,24,16,2
289,4148,2086,309,591,82,127,7,21,11,6
290,4202,1412,315,117,155,64,9,10,16,3
291,3797,1008,861,470,179,88,64,14,0,2
292,46,1812,89,216,37,96,9,34,6,3
293,948,775,669,452,98,73,0,14,9,6
294,4811,1879,616,320,192,1,71,17,17,5
295,3141,557,26,192,0,93,62,26,8,7
296,1197,1039,1215,336,7,142,13,29,14,1
297,3892,1175,1187,318,196,119,50,30,18,1
298,3424,317,234,213,91,72,10,3,13,0
299,4322,2289,888,550,279,65,36,7,1,0
300,1472,1406,1178,37,113,119,48,34,5,4
301,1417,2337,766,608,124,94,75,25,8,5
302,3664,1902,1041,556,293,84,68,16,0,4
303,3480,772,220,224,250,79,68,18,2,0
304,3029,737,945,43,241,32,46,29,3,7
305,3886,1493,572,57,112,48,48,10,1,5
306,2215,169,67,471,213,19,30,34,10,4
307,3755,1607,310,316,98,16,59,38,15,2
308,2660,2403,102,339,297,52,77,3,7,6
309,452,96,175,305,1,58,75,0,18,6
310,2016,1843,70,47,262,126,53,27,18,1
311,1078,1297,285,81,109,61,54,31,3,2
312,3374,2395,439,113,119,99,69,18,0,8
313,1352,707,1126,619,8,28,54,22,1,0
314,3956,197,287,276,123,32,76,34,9,5
315,1962,454,954,356,201,36,23,1,13,0
316,2692,96,630,330,116,27,70,20,17,2
317,4251,2102,1142,429,236,46,38,30,5,6
318,4104,106,141,48,33,19,5,14,13,6
319,3801,1416,1045,46,170,70,41,28,16,0
320,4885,1177,983,63,304,106,60,34,10,8
321,3649,1132,432,286,119,38,67,5,13,0
322,3147,508,830,501,305,5,52,9,18,2
323,3852,2212,266,339,48,63,42,6,7,3
324,4699,733,230,87,30,20,54,24,13,6
325,4113,1486,1110,90,102,88,26,15,3,0
326,2428,1927,369,328,95,111,40,22,2,5
327,139,1308,629,68,227,67,32,35,9,4
328,3512,1859,126,564,156,113,52,37,0,7
329,601,907,293,284,48,23,4,37,5,0
330,172,1340,412,229,120,97,3,7,10,8
331,2737,145,10,103,204,69,11,28,8,2
332,3897,755,939,228,144,153,51,5,3,5
333,1162,2237,500,463,81,51,74,32,16,0
334,1742,1608,76,186,285,10,64,38,1,4
335,2738,347,1073,16,22,9,36,21,6,4
336,2126,915,78,586,168,2,49,28,11,3
337,901,1721,150,273,189,152,32,35,1,1
338,580,778,80,377,232,67,35,29,4,5
339,3559,2104,292,288,129,112,74,26,3,8
340,3661,2326,977,345,150,155,69,10,0,6
341,963,1732,706,594,66,31,2,31,10,6
342,900,1341,991,406,288,85,6,18,7,6
343,3865,557,1118,182,75,70,19,23,5,6
344,4574,1270,398,511,300,59,1,7,2,8
345,1748,50,980,312,141,35,22,6,14,7
346,3169,1144,1108,541,275,79,73,30,14,8
347,3968,196,1152,267,144,11,12,11,4,7
348,2092,903,1117,405,82,76,29,31,9,2
349,4597,877,118,412,77,143,73,2,8,3
350,2359,396,678,587,237,153,52,35,6,3
351,3427,1151,1087,590,293,39,73,24,13,0
352,4877,2301,780,315,159,43,21,23,5,3
353,1354,1776,423,555,105,57,32,18,15,5
354,2200,324,595,405,185,90,17,17,1,5
355,3934,1849,780,409,115,144,2,7,13,0
356,551,1449,859,82,220,113,12,32,13,6
357,1179,2344,37,243,258,20,67,19,9,3
358,522,2381,1111,256,19,32,59,2,18,1
359,2447,497,1026,28,192,43,70,18,8,1
360,4736,892,44,366,259,61,1,15,9,1
361,1302,2,148,200,134,141,19,1,13,2
362,2324,158,503,213,220,92,1,5,8,4
363,618,788,61,468,246,78,57,21,17,6
364,3626,964,763,120,217,146,5,9,16,3
365,4709,1843,991,611,78,94,66,31,4,7
366,3276,1608,607,47,14,35,20,27,5,7
367,4069,14,990,283,204,43,38,19,9,6
368,668,931,1247,57,251,44,53,36,1,8
369,4107,2043,1216,367,133,26,48,31,3,5
370,3945,532,562,195,40,113,22,37,17,7
371,4664,224,830,608,54,105,67,34,15,7
372,3773,1339,78,357,225,73,20,27,18,4
373,2270,2444,455,451,218,106,73,37,11,7
374,1476,2170,772,623,208,56,74,6,4,4
375,3638,1514,437,416,294,118,39,7,6,1
376,440,823,563,317,137,41,11,15,5,0
377,3233,1730,885,93,261,53,10,24,2,2
378,3046,425,718,523,264,19,31,1,0,4
379,2947,2335,1241,536,29,13,64,11,12,4
380,618,434,1216,69,107,145,2,34,7,4
381,2431,643,651,91,196,50,68,30,17,0
382,2680,96,1237,7,183,84,63,8,11,8
383,370,448,378,147,145,8,19,29,13,7
384,3822,1749,398,269,123,125,0,13,18,0
385,3356,332,314,145,146,109,65,29,10,5
386,4514,1718,106,399,194,57,31,37,14,8
387,37,2216,1016,304,4,132,62,30,11,2
388,4392,261,890,43,101,48,8,30,13,4
389,1556,1819,121,272,159,18,53,17,14,2
390,2204,1484,942,193,38,102,19,9,11,4
391,1145,322,824,265,73,135,62,22,7,0
392,4229,709,478,15,121,99,18,20,9,4
393,4466,1416,627,14,160,62,11,34,12,0
394,1345,892,46,598,289,118,61,30,3,5
395,2867,1791,839,240,139,78,49,24,4,0
396,2150,1582,107,64,40,145,32,23,12,2
397,2355,636,1254,406,292,132,67,33,18,0
398,3833,124,322,346,210,43,25,16,11,7
399,1569,1562,519,266,279,39,64,35,17,3
400,4738,2447,1211,256,120,39,37,5,8,4
401,3454,2327,140,56,7,5,18,38,2,1
402,2759,1171,720,120,267,14,34,7,8,2
403,3810,699,505,282,121,90,32,16,5,6
404,926,1977,18,127,159,156,65,3,13,0
405,4760,1154,636,8,216,68,11,13,9,1
406,3946,2266,301,199,123,124,66,5,0,8
407,1381,1106,802,66,159,34,60,29,1,2
408,4987,991,206,20,198,148,25,4,6,1
409,2463,1345,294,26,109,53,73,33,2,1
410,2591,533,322,579,314,20,60,36,10,5
411,4233,1976,361,211,143,122,18,22,0,7
412,1828,1837,324,592,250,73,74,18,13,1
413,3631,889,292,87,154,31,10,9,9,5
414,4647,1492,1252,436,193,73,75,7,3,8
415,4174,2329,196,36,148,54,12,18,8,3
416,3963,1596,706,589,215,16,64,36,0,2
417,918,1121,863,166,303,114,47,7,15,0
418,2453,542,67,582,29,116,1,32,7,1
419,1092,1333,1066,57,127,65,33,31,5,4
420,2980,2151,100,162,59,144,21,31,6,0
421,4692,2169,424,189,96,65,10,22,0,4
422,3099,1172,46,213,64,67,59,16,5,8
423,3981,809,1053,579,277,14,52,26,10,1
424,4245,1945,738,456,91,115,54,7,7,4
425,4025,1491,155,483,111,135,2,2,2,7
426,908,496,216,338,266,19,39,26,17,6
427,3432,642,1152,25,34,74,2,22,5,0
428,3296,1178,458,20,29,49,65,3,18,6
429,1383,1837,741,66,24,125,58,5,0,8
430,551,1188,381,199,0,36,5,17,14,2
431,1402,2027,345,71,73,50,31,29,10,3
432,3451,15,1175,197,105,101,3,22,4,1
433,2957,2166,464,111,199,96,17,24,1,3
434,4275,1185,256,240,256,11,64,30,8,8
435,2180,2416,626,376,65,89,51,23,12,3
436,4250,1478,460,327,255,133,24,37,12,7
437,3737,2143,303,14,269,54,38,27,7,4
438,3858,447,1230,27,220,80,77,29,11,7
439,726,2499,494,481,3,92,67,32,14,6
440,2569,1368,1247,317,186,78,74,17,17,7
441,3034,1016,153,621,211,98,30,34,2,3
442,3885,1463,654,346,211,91,23,0,17,5
443,1495,924,623,608,298,110,75,25,10,1
444,2236,1387,569,391,87,90,50,37,7,1
445,4716,413,777,220,3,26,1,3,8,5
446,1005,2284,552,226,286,107,46,6,1,0
447,765,722,924,136,247,7,56,31,2,6
448,3261,1742,192,222,171,20,10,4,3,0
449,2070,79,878,462,273,144,28,6,3,4
450,2875,2381,160,346,69,144,25,19,14,7
451,2804,128,147,340,201,36,30,11,14,6
452,3117,572,1257,590,30,142,33,31,1,6
453,200,1774,376,87,55,26,11,4,16,6
454,4743,2353,1133,181,23,87,65,30,5,0
455,1841,679,810,534,252,144,71,28,8,7
456,1301,49,1016,568,169,66,2,31,15,3
457,2090,1729,854,278,28,119,7,30,0,5
458,694,1690,959,319,110,80,40,18,15,0
459,625,459,400,483,43,100,2,19,3,8
460,3472,1663,311,300,79,149,52,36,8,6
461,1510,895,1110,625,17,117,24,20,15,0
462,2943,771,1237,66,55,47,41,23,5,6
463,1991,1246,48,306,130,93,14,7,3,6
464,3491,1019,113,317,158,67,64,1,3,5
465,2100,1144,258,356,13,56,44,32,10,3
466,1229,240,458,572,165,97,72,4,12,3
467,4680,1526,696,34,285,25,70,13,12,0
468,4820,1263,30,129,125,76,52,30,7,3
469,2824,1172,357,25,142,42,46,7,6,8
470,2907,784,33,410,40,55,74,21,9,4
471,2650,1992,700,462,159,17,50,18,8,3
472,2542,540,942,68,173,156,15,35,5,1
473,2882,76,74,433,31,126,57,5,12,1
474,4080,808,1160,109,94,16,13,18,8,7
475,3515,2223,581,47,48,33,24,11,6,1
476,616,291,460,196,231,142,63,37,6,8
477,3879,1396,974,341,227,57,65,9,2,5
478,784,534,325,588,155,116,67,31,17,7
479,2863,505,984,400,59,37,70,14,6,1
480,3085,1541,685,313,143,106,45,6,8,8
481,2423,1046,652,577,216,115,10,34,2,3
482,978,1392,1005,377,163,64,50,22,18,7
483,3771,1617,680,542,122,118,49,37,13,6
484,2348,1870,459,598,146,50,6,4,15,6
485,93,606,436,457,127,86,15,26,17,6
486,4456,1201,461,277,252,77,56,26,14,6
487,2317,2012,22,29,141,65,18,33,10,1
488,4786,1331,1223,308,165,14,40,16,15,5
489,4856,174,1142,300,154,113,51,5,4,0
490,963,356,648,25,258,44,10,32,9,1
491,2043,1921,611,168,116,13,26,28,7,1
492,1679,1761,321,611,95,137,74,5,7,1
493,653,359,381,306,227,30,36,35,10,8
494,85,1705,1210,138,33,58,33,3,3,2
495,2744,154,520,111,105,152,14,30,4,7
496,578,1030,177,228,21,129,46,34,7,8
497,792,1911,602,325,91,114,11,2,10,6
498,2216,155,152,283,311,41,11,35,1,4
499,547,1799,98,462,89,141,42,27,3,2
500,1796,2254,1119,351,7,73,23,2,1,0
501,4109,1956,856,602,245,139,29,9,11,3
502,1566,351,998,413,222,142,49,10,8,6
503,2453,293,491,114,25,44,31,19,10,2
504,4730,1222,980,580,230,43,3,35,0,7
505,1216,638,441,581,57,27,20,0,16,1
506,665,1799,69,119,17,87,11,12,5,6
507,1873,2059,294,25,309,153,47,12,8,8
508,3429,2184,1056,366,285,24,16,19,11,1
509,796,1851,611,434,313,74,61,7,9,5
510,4547,1561,492,621,284,3,64,15,14,5
511,1024,1153,418,49,117,74,63,13,3,6
512,2606,1092,619,284,219,112,10,0,10,2
513,1399,2396,923,19,105,17,23,15,3,4
514,931,1342,228,411,40,128,5,32,2,8
515,3639,2336,99,133,159,32,6,10,3,3
516,3813,786,935,371,162,150,18,37,16,8
517,4614,1385,306,132,21,120,68,36,8,6
518,2776,1174,1151,383,83,113,68,26,11,6
519,3935,1362,232,522,48,42,69,19,1,7
520,282,1886,737,497,296,8,20,7,1,2
521,1457,544,752,51,233,52,2,30,3,5
522,4760,1340,405,311,209,8,52,29,11,7
523,2953,568,306,420,38,52,59,12,7,8
524,2911,1130,268,439,283,22,20,31,4,8
525,1957,1881,325,412,159,32,23,24,9,4
526,1698,1466,247,318,289,122,14,10,0,5
527,1017,1681,1033,405,30,154,42,0,5,8
528,3396,63,684,349,174,151,33,21,11,2
529,323,1262,1075,506,102,55,61,6,10,3
530,1988,762,741,568,68,53,47,2,3,6
531,581,548,903,326,34,135,21,19,8,2
532,1210,320,481,28,279,22,46,13,1,3
533,3334,885,1013,194,262,101,51,29,4,8
534,2285,269,814,492,102,23,68,11,12,2
535,1366,1338,228,194,305,49,45,0,12,0
536,3760,556,867,464,157,152,29,30,4,6
537,101,1971,132,70,165,26,0,28,8,6
538,4232,1034,292,465,262,108,6,0,3,1
539,3231,2209,704,376,129,47,15,36,2,7
540,1169,797,62,120,62,65,22,7,11,5
541,531,1593,473,7,52,120,59,11,7,6
542,1250,2044,283,489,9,138,69,15,8,2
543,3114,88,1045,180,23,4,1,7,13,0
544,4022,1588,179,28,37,3,62,32,3,8
545,4606,1094,612,160,254,35,7,31,4,7
546,2671,2086,363,512,141,142,23,20,6,7
547,2738,437,983,533,13,3,13,0,8,5
548,1528,1213,446,106,224,18,14,1,8,2
549,2485,1151,1242,338,118,93,52,23,11,6
550,1122,733,96,36,235,113,30,3,2,2
551,735,50,249,152,201,111,66,16,3,5
552,3656,393,106,5,161,127,32,4,10,0
553,729,667,498,24,62,139,75,14,8,2
554,3729,2013,841,450,226,83,58,29,10,3
555,1785,250,1226,102,176,152,21,18,8,2
556,4619,521,958,351,224,6,74,23,18,7
557,2919,1154,1147,294,123,131,7,26,3,3
558,1218,675,668,285,211,83,63,9,16,3
559,3895,82,857,122,275,84,60,13,6,2
560,4856,81,607,503,171,21,45,3,16,2
561,3646,1955,487,607,61,66,10,25,10,4
562,4810,681,999,121,167,53,33,19,8,4
563,299,1612,854,182,278,41,7,13,2,3
564,1799,423,789,483,106,94,29,15,1,3
565,1847,779,309,622,11,129,16,7,17,0
566,2823,2387,1046,365,108,80,23,29,4,2
567,4062,64,944,303,130,81,39,6,13,6
568,1778,784,1113,39,205,52,12,8,10,4
569,3796,308,373,415,272,132,29,5,9,6
570,1295,1859,847,348,261,149,15,14,6,1
571,2480,1713,639,362,50,4,73,9,14,6
572,3912,621,879,508,56,132,10,8,2,1
573,3121,2459,688,399,242,16,68,14,6,6
574,1710,441,1102,602,190,4,65,5,7,2
575,2841,2054,882,15,203,17,53,29,10,3
576,2269,531,7,463,154,108,35,11,9,2
577,3396,35,405,63,237,116,10,35,17,3
578,2390,1014,918,288,137,28,20,11,9,6
579,3075,2128,1239,97,215,95,33,22,10,3
580,1129,1800,423,195,313,42,58,11,18,4
581,2023,2002,1154,378,79,23,33,29,11,4
582,2788,2136,404,275,49,58,44,23,18,4
583,2083,634,996,201,111,106,35,26,2,4
584,3906,2267,394,29,162,49,9,19,17,0
585,818,2312,538,6,246,118,45,32,16,6
586,1102,1862,1053,350,239,145,29,4,10,3
587,3450,2202,1100,545,169,103,49,36,5,1
588,4176,875,1034,349,304,129,35,16,6,0
589,2882,2419,374,288,294,50,13,11,3,3
590,603,1205,1067,286,270,122,7,17,7,8
