,0,1,2,3,4,5,6,7,8,9
62,634,3205,1796,1596,114,980,1845,338,62,400
63,6389,181,724,3096,707,98,297,179,1229,183
64,1095,206,1047,35,211,405,1042,265,1024,123
65,2996,3192,4277,526,451,360,1024,1502,954,3
66,2745,2141,3087,2437,251,783,1521,1273,324,481
67,5058,2249,3069,1130,1225,1581,1221,223,1253,525
68,255,594,4727,1652,2403,2020,219,1117,353,485
69,833,1632,2509,2810,194,94,157,17,699,885
70,1304,1137,1880,1957,96,109,106,311,346,793
71,4012,3025,542,1868,85,817,415,1127,1250,946
72,1080,2924,240,2132,194,1466,731,1478,896,968
73,7903,3654,4682,3571,1751,1714,1231,237,698,166
74,2946,2791,4305,2917,471,528,836,74,502,741
75,7158,550,4601,3312,2648,395,630,362,836,247
76,4447,6177,563,2746,540,2413,1852,88,243,742
77,1481,2771,1689,1172,2833,1064,1685,244,373,86
78,6133,2487,1822,15,1300,761,1109,506,162,91
79,3,1594,2520,2578,1152,1791,459,434,23,930
80,6898,2824,2716,2530,463,482,1459,1040,293,36
81,1464,1118,3350,1618,949,1299,329,1238,1239,841
82,492,3674,2120,189,1194,2044,1505,859,284,315
83,1541,2909,925,2897,3091,734,1342,592,555,538
84,468,526,853,595,2381,1649,462,774,535,975
85,853,4781,4204,1596,3019,552,1699,1339,952,823
86,1268,5592,1646,1840,1711,188,1361,379,990,771
87,669,3088,201,3402,2718,2056,1321,573,806,867
88,6475,6266,1065,230,2044,460,1305,388,965,34
89,6075,1073,1868,1108,510,1584,1765,1085,1132,442
90,2994,2018,875,3008,146,1190,705,1077,1153,730
91,7453,3260,2477,3039,1576,1424,916,659,1102,109
92,1865,1872,1591,824,2866,1062,1856,906,796,325
93,5716,579,2752,2189,722,1527,450,468,63,222
94,1649,63,2984,115,986,1848,1429,537,833,196
95,7680,442,2795,474,950,741,681,276,585,695
96,2746,889,3314,118,1059,210,1428,595,927,810
97,6565,2276,2074,2449,96,2473,963,1536,501,207
98,894,3736,2797,529,781,1806,1644,758,422,541
99,4209,2762,1046,378,3099,1803,578,1564,642,851
100,1999,1224,2816,2406,2035,251,1555,1078,105,84
101,3884,3071,59,685,3140,852,1018,1511,534,778
102,7351,2201,1752,1009,431,1590,219,60,269,655
103,6046,1634,2619,2016,196,1552,299,1498,27,292
104,2718,1703,4259,2205,253,504,633,225,1173,318
105,5938,629,1230,2963,334,2491,799,1298,929,676
106,1421,3496,300,2281,860,1919,1406,341,523,187
107,6135,848,2363,93,2987,1287,1196,189,189,371
108,727,4845,2044,3498,1207,765,463,717,572,28
109,7376,833,4494,2936,2991,817,1679,1174,684,360
110,5960,2713,1998,37,2716,1326,336,908,880,952
111,1205,1015,1226,1636,1570,1536,935,314,114,317
112,7064,4978,3876,518,1689,1183,1679,749,454,270
113,7275,1588,2142,726,2065,968,1039,1538,64,198
114,3128,2405,329,1168,40,511,1072,494,863,847
115,673,4161,3061,3644,399,313,270,299,516,5
116,6716,3482,4951,2243,2932,986,979,922,104,137
117,1513,450,2147,1718,1915,1500,1436,703,165,890
118,5940,2107,4031,1346,1604,316,1656,1403,244,208
119,5523,1389,2674,2397,1175,1252,1922,162,374,98
120,5794,1981,3479,1019,1001,2024,720,592,168,406
121,3842,6065,395,47,280,381,1451,1552,637,77
122,2053,4058,734,220,1228,862,1902,145,854,469
123,3731,5467,3101,1131,352,2269,332,443,811,916
124,1202,3766,2829,3150,1145,1080,1796,1216,921,99
125,4294,1777,778,1341,2367,1587,1496,253,751,103
126,1020,4710,2926,611,429,1117,1020,298,863,130
127,163,463,3848,1964,628,87,1720,1449,481,5
128,1740,631,963,1912,2721,2433,1882,1197,148,211
129,2289,2668,278,1147,934,1096,23,841,243,964
130,677,2877,4853,3251,1423,553,1001,323,1017,902
131,7067,282,4270,1111,2129,766,197,1425,1142,278
132,1626,2255,4327,298,2986,46,1177,1522,1024,585
133,291,3478,472,1201,206,1562,1747,613,1197,410
134,484,249,1142,1610,2334,1057,906,75,1240,675
135,284,21,2573,2141,866,1918,1524,559,807,915
136,5908,1640,537,3425,1266,1634,388,1326,884,912
137,4497,2315,2601,3558,1338,1817,1438,336,1054,125
138,6438,564,4965,281,1082,1802,959,1140,846,467
139,295,2329,888,1123,1302,1982,1933,216,551,822
140,5223,1246,1275,826,284,2242,1096,1091,640,282
141,5810,6165,992,19,52,749,711,1285,1109,784
142,309,3043,3360,1316,1952,2485,490,1150,273,534
143,1172,2648,414,1862,176,830,1319,41,973,298
144,556,3203,4829,1607,3078,1912,1762,1268,649,646
145,1438,5011,603,67,495,1438,827,1188,1220,301
146,962,2846,2003,1294,1115,1832,868,70,747,952
147,3194,825,1140,3776,2862,1330,328,746,689,984
148,1995,2140,4224,1682,1808,1506,276,1531,498,280
149,5265,253,16,2010,1252,860,890,1231,1230,101
150,6189,839,2695,888,2720,2305,885,0,425,449
151,4545,438,4761,174,484,139,807,405,369,854
152,6713,3753,3461,1925,943,1263,1324,716,875,249
153,56,401,95,3265,1037,2462,1055,763,105,561
154,1064,3169,2766,3033,2575,652,1493,1322,1162,932
155,1442,237,1011,2622,167,48,19,1055,337,498
156,2924,2624,2939,1395,1135,651,1458,1123,468,272
157,6605,2264,2941,1866,370,2184,1877,207,1068,453
158,1348,1577,3319,552,70,552,248,803,708,663
159,6903,1881,1452,896,1571,804,1360,312,700,81
160,7582,3253,4697,1947,2819,2462,360,768,728,559
161,5409,4345,2969,399,2937,2239,1809,1414,535,64
162,5366,2496,3371,1373,2791,860,1440,806,1002,313
163,1852,4227,4385,603,2819,2162,514,974,1040,169
164,2120,2659,1351,2116,563,881,863,1440,627,808
165,3648,2487,1033,1439,2633,1566,54,1376,520,819
166,7506,5303,3745,1463,1942,732,1440,148,583,610
167,2279,847,3453,2002,863,2418,728,1331,1007,200
168,6018,4238,1492,1479,1627,1862,1685,20,514,296
169,1372,3094,2773,107,16,330,12,1066,268,753
170,899,168,3535,1151,2585,2360,931,465,592,444
171,1263,2971,2803,3199,734,251,1387,1580,288,960
172,3985,2853,477,3167,1571,2349,1739,43,794,342
173,6300,5828,3154,1556,1287,1014,626,1349,682,347
174,414,490,2346,339,1871,755,137,1052,776,413
175,610,3306,3556,345,901,1975,1865,575,546,198
176,2803,1768,1246,3192,1552,1832,1931,1328,186,924
177,4134,2470,474,1524,2982,880,581,618,443,514
178,526,3656,477,167,1772,113,7,932,666,265
179,6325,6182,3545,1619,1471,2245,1597,879,83,350
180,1409,4598,3681,1762,2771,286,394,477,385,738
181,692,4419,3858,2588,487,863,328,1376,149,990
182,1879,2540,194,3296,2220,1029,453,1127,383,627
183,6929,5888,2507,3475,2198,1711,1376,163,994,138
184,1804,588,804,1387,2966,1385,1002,969,582,956
185,6485,2183,3848,3373,2630,1713,732,1249,863,250
186,11,504,3494,1271,995,301,1946,482,987,737
187,7351,1246,2696,113,15,1886,1264,794,424,850
188,7549,1998,98,575,227,2013,1214,888,692,754
189,22,304,3390,1264,1154,58,1887,1139,493,747
190,2410,3116,2440,1925,266,472,1402,825,1035,441
191,4601,4294,2395,1503,1932,1761,291,510,149,908
192,3128,5210,2860,3826,1689,2093,29,1163,480,858
193,140,4245,3304,576,846,606,864,521,1030,174
194,1011,1238,3070,2719,1246,2444,510,1241,645,310
195,1202,2082,798,3885,2322,2493,640,833,811,332
196,1639,3183,2694,327,368,594,1532,1112,935,67
197,5073,5062,2168,3136,1007,1904,1824,1485,592,820
198,6829,3279,3454,1253,1716,350,416,1317,206,105
199,1310,1368,1526,1432,1612,156,1641,1178,30,987
200,4794,2747,3675,485,732,352,1857,1196,373,423
201,3061,689,57,2366,238,336,252,833,271,185
202,373,652,2412,908,713,121,1110,264,260,942
203,542,1908,826,185,204,1232,1051,1018,713,625
204,637,1375,498,2082,1197,23,103,146,395,124
205,6541,4149,454,723,3052,2291,1912,1242,756,135
206,903,1378,2454,3107,1258,685,810,78,437,604
207,2294,5834,2238,3870,493,2149,1033,1406,1067,360
208,776,4745,1812,3160,1249,1348,605,1481,199,785
209,5213,2173,771,2970,2510,476,1655,121,37,433
210,5664,1106,1454,1603,2450,2158,592,726,421,71
211,2447,3585,2470,1345,151,600,1659,1233,355,143
212,528,2141,975,2201,2313,1014,998,704,1063,940
213,1597,2843,690,2317,338,1918,1292,886,643,357
214,7084,6171,1178,3543,1291,1716,1641,507,511,973
215,335,1327,640,3223,375,1381,1133,1000,147,546
216,1020,5222,2255,3212,177,1109,7,1544,1098,280
217,5878,229,3730,3721,927,2304,246,1326,491,538
218,3495,874,502,2849,1961,2296,516,1513,148,675
219,3922,1313,906,1815,2546,1103,1388,244,984,197
220,915,4734,4974,886,2562,993,858,908,1230,791
221,1118,3364,2503,382,1191,96,1647,1223,998,228
222,7655,1733,3111,1321,1121,1509,1045,302,932,899
223,2863,3150,1236,1279,802,2242,1049,543,730,88
224,5343,1360,2738,1901,1012,1205,729,310,420,467
225,4067,2706,2234,3747,1071,2313,1113,58,1089,625
226,244,9,1304,1878,2660,2491,1866,324,944,429
227,3513,6149,1519,3271,2340,1415,484,147,123,409
228,448,3,176,3276,1558,255,666,390,36,47
229,575,835,3411,3553,2862,1575,1225,717,1173,148
230,3849,3214,2409,1538,2773,959,880,1509,704,464
231,6698,1034,3654,347,518,1326,211,371,93,625
232,5944,1079,2516,2272,2136,1493,445,1234,678,256
233,739,843,2116,3237,385,77,260,1568,75,600
234,4983,5939,473,1230,2734,1619,596,1494,982,213
235,7471,1058,2932,724,1812,2176,1721,799,301,207
236,2482,5900,227,2843,948,965,923,1143,516,380
237,2922,2198,2498,2942,465,259,1734,1270,730,329
238,5042,5031,3582,3128,1801,965,1721,1579,1221,957
239,3861,5049,327,3396,516,236,1958,442,735,290
240,6306,5269,4164,3755,740,1609,1718,483,166,619
241,6297,4912,3230,3179,1728,1461,522,200,1007,41
242,341,3202,540,853,3095,1518,1843,840,961,115
243,5696,1134,1933,545,705,738,1895,136,540,248
244,3151,2554,2735,1986,2848,62,1257,1065,986,425
245,2551,1142,780,1550,1329,1002,353,11,631,32
246,6348,293,3558,3879,1497,216,1745,531,391,627
247,6146,2257,2498,1014,950,724,1393,366,426,825
248,1092,2121,2314,177,2869,1281,1954,1161,1118,172
249,6861,545,3608,917,1090,934,1089,690,609,482
250,1597,3506,3813,1926,1638,1632,1600,266,627,278
251,4164,4615,3421,497,2875,374,1128,47,1038,16
252,4279,332,3574,375,2258,322,1093,1016,8,768
253,6539,3594,4603,2296,2128,252,365,1365,771,442
254,327,2584,4080,901,2379,1045,1290,1237,1030,725
255,1615,3448,2580,2508,472,2151,1210,752,629,380
256,4924,5209,3933,667,1890,1832,285,1523,521,28
257,4633,310,3135,3251,460,1962,918,769,293,557
258,2054,314,2679,89,173,1973,1618,939,724,970
259,746,98,3749,501,2161,1221,96,738,1077,451
260,2502,592,3091,1661,2963,313,1690,605,112,860
261,7022,6255,634,1322,737,1005,42,72,836,4
262,1513,3444,1830,2515,2343,1234,1145,1543,383,940
263,653,4317,4224,231,489,1265,1286,1027,361,476
264,72,1238,649,457,1886,934,1377,1279,676,924
265,3855,1598,2477,3088,955,535,1596,662,170,191
266,2723,4490,2392,2116,99,164,443,684,970,341
267,4504,2498,604,739,369,2204,1247,1237,487,769
268,1517,2213,1239,925,2363,803,1537,265,197,487
269,5713,2165,2041,2407,3098,609,1816,534,1090,102
270,6594,3616,1563,2452,342,583,1885,1460,494,652
271,264,5627,1482,1919,1074,436,832,1362,609,257
272,1329,3938,2308,2898,887,582,176,1204,22,710
273,6918,4007,1900,3648,2053,138,48,336,1208,754
274,1177,243,669,3202,2343,1404,1581,275,388,883
275,1841,4122,6,1051,1738,2005,723,998,41,31
276,1448,4516,1013,451,946,695,365,264,659,449
277,4770,5042,1775,477,191,1407,932,1043,596,138
278,3387,6107,3513,2456,1824,2266,1948,972,1105,46
279,4670,4790,4146,1105,1781,1127,1301,1527,908,15
280,6735,3428,4938,2091,887,326,1420,491,461,185
281,5504,708,1272,971,1158,396,977,1327,775,230
282,1873,3060,627,152,1398,1978,330,383,634,169
283,5305,2362,864,179,203,2112,474,318,352,928
284,5790,3467,782,3637,817,773,792,508,332,241
285,1752,74,2601,3829,2895,534,1835,1554,653,710
286,70,994,3428,1290,1479,2163,694,910,1148,440
287,3752,357,3188,1077,2213,720,1966,1551,661,15
288,7695,2737,3214,1753,1690,1947,546,269,464,31
289,7908,2282,3432,1648,2185,39,1946,246,61,838
290,2145,2176,368,1182,72,403,1587,960,281,891
291,3279,421,941,1702,1731,1723,1886,1113,581,785
292,501,301,1658,3647,2047,1869,1645,1298,946,188
293,2765,3139,2982,972,1829,1523,1920,1234,186,230
294,2816,403,4318,465,1455,1874,78,290,850,975
295,5002,585,3209,3083,3037,639,315,241,838,674
296,6160,5575,2830,2862,251,1887,674,110,827,599
297,1085,383,3808,1411,768,640,436,1447,1143,943
298,3070,2401,3260,1195,170,1568,1100,1067,445,643
299,1734,3834,3210,1598,2464,1925,1699,75,717,777
300,7739,5767,3401,386,824,716,1128,29,994,5
301,7262,3639,831,508,1133,701,1123,267,214,333
302,7411,3479,1595,1126,3157,2338,214,279,764,210
303,2741,2292,590,975,2365,1606,322,796,906,524
304,782,1063,2677,2765,2132,2061,74,580,867,399
305,1985,5211,4135,3850,2402,1787,1873,263,1016,951
306,712,951,1091,2975,1172,504,1096,1166,798,883
307,5589,1735,30,1540,1086,1674,269,95,577,864
308,3358,4027,599,3155,1912,138,409,1508,669,3
309,4714,393,3100,2608,1289,1357,1276,102,786,578
310,5270,1993,4554,1231,2913,1060,1948,53,657,627
311,6984,2105,4046,491,2441,47,952,737,243,356
312,1897,3173,2509,1982,2273,1159,425,1084,226,753
313,7777,72,4455,1957,2328,1459,793,614,474,603
314,7502,1507,2816,3754,2987,558,1758,330,992,719
315,6537,5794,4972,1117,2104,2433,902,32,704,56
316,2537,2821,380,2375,63,1692,1252,615,13,706
317,6724,2846,288,24,112,895,1939,906,969,645
318,5324,4056,604,2452,895,2129,1846,897,297,522
319,4962,3120,2769,3471,2104,2071,1015,263,408,617
320,2284,361,1750,731,2211,1432,446,32,1178,230
321,297,2630,4064,850,1081,348,1597,974,814,923
322,3355,3836,882,2555,2097,25,590,1013,843,514
323,501,835,1945,313,2186,1597,978,919,1194,78
324,2001,802,4010,182,2432,1468,961,793,998,697
325,1185,826,4383,972,2261,1089,1307,1179,633,206
326,4371,2452,2976,139,1064,1810,1349,1039,276,979
327,282,1271,439,1677,159,1809,80,16,1105,2
328,7333,2254,3914,675,92,2489,1371,679,201,31
329,7339,5120,3157,1188,334,736,1593,1252,325,47
330,6182,4573,32,830,1902,813,1184,457,530,415
331,1399,1615,1454,994,2883,1832,977,1401,1026,590
332,349,3468,2928,3605,2612,852,805,1408,107,439
333,1229,3009,3640,1874,359,759,1217,1328,491,997
334,1145,4352,4035,2390,1704,2330,1757,31,189,423
335,4301,5922,2806,1726,2244,2408,573,188,130,805
336,877,881,3775,1488,492,773,917,772,745,197
337,7335,641,1214,317,1407,1193,288,801,8,937
338,3368,4281,926,2031,2964,976,843,1269,1103,5
339,5938,2079,799,1271,2170,1380,327,534,184,860
340,6750,2482,3648,759,1645,1370,287,229,503,537
341,6589,2251,2353,3034,276,1095,1543,99,255,942
342,941,2360,3081,3631,1267,214,1033,1349,377,454
343,1348,1382,617,730,719,1857,1539,642,612,584
344,4904,5601,2276,2977,2981,51,1176,1090,78,648
345,3045,2748,2949,2812,705,2466,318,72,535,935
346,3398,4655,3488,1631,1060,2071,1270,1200,1240,795
347,1410,3119,2161,3298,2843,587,663,1510,698,466
348,3034,4152,4726,46,3070,2131,170,619,827,445
349,7346,1929,2928,3223,680,1767,1068,831,909,62
350,2040,1544,735,3749,286,1788,1932,1407,413,712
351,6230,2958,4789,2304,2459,23,1779,926,1083,66
352,5685,2649,4039,2249,2238,1815,711,59,5,423
353,1966,4566,4329,3088,1681,1858,535,641,184,669
354,1200,5770,4620,3458,932,704,657,1484,441,323
355,1675,1636,670,3794,2295,139,1271,147,208,39
356,1386,3472,3923,774,573,2310,1180,393,417,709
357,7465,453,3919,704,2076,1468,956,693,45,844
358,1740,5774,3414,24,2189,569,531,346,622,849
359,2116,506,3151,2495,540,2412,275,1,224,978
360,999,3130,2429,3599,2428,749,844,1330,1175,732
361,7626,665,2822,2978,1187,1306,1833,1097,606,993
362,7808,3003,2541,1658,2487,989,1900,129,338,804
363,2006,4688,4460,630,609,2432,1451,987,319,64
364,1653,6047,2805,3738,3098,2200,1087,1403,1008,971
365,1338,4926,2785,2238,1824,1128,342,846,935,179
366,1739,426,4706,206,1553,1608,1051,622,930,61
367,6602,1029,997,129,1921,1517,894,1062,136,449
368,1032,1456,89,2572,714,514,1952,524,1085,619
369,7863,2730,2575,282,191,232,1369,1455,203,948
370,1912,2091,1278,2111,2438,139,1403,260,130,176
371,1646,3447,196,844,205,916,1143,223,1238,61
372,3481,1403,4787,688,1200,1702,18,1401,348,942
373,4583,3963,4548,1406,788,129,874,314,680,735
374,2934,2410,181,209,2597,1341,1836,570,960,950
375,3520,1867,4535,1612,2289,843,1517,537,134,931
376,474,185,4170,1048,2394,1896,1777,1303,574,117
377,1624,5042,377,1484,370,863,1409,265,991,505
378,4551,673,3449,778,332,1008,885,446,75,230
379,2893,3917,92,312,796,1639,814,337,828,834
380,3565,5647,980,3722,135,1726,1634,1568,380,702
381,391,321,3318,452,878,409,306,960,866,391
382,1795,6150,1419,1698,1539,232,130,642,1021,615
383,2424,2253,2020,2404,3081,1126,1614,1366,757,647
384,4897,1802,557,625,1607,247,1335,5,270,84
385,7816,1835,2546,1677,542,2216,794,734,140,944
386,7181,912,3341,989,396,1690,125,1335,784,688
387,3612,5964,2392,3186,2188,482,1243,593,806,377
388,1758,4216,1045,2692,980,562,1733,240,530,904
389,6085,2262,1146,3796,1177,1682,1464,1229,748,568
390,1622,1741,2623,10,229,877,1519,510,395,460
391,7155,2658,1108,1296,1709,753,1266,526,908,345
392,1248,2721,3957,3117,1403,311,1718,914,503,21
393,1847,5019,2042,2082,847,1788,1129,417,507,267
394,4800,3072,4606,649,1262,1146,484,1210,372,983
395,2786,384,4826,309,1666,1998,84,394,719,957
396,2684,126,1979,688,385,1339,1068,439,22,542
397,5547,2140,1657,254,276,1345,606,347,416,827
398,2244,6043,3174,49,1339,173,498,1444,468,765
399,893,2202,3068,156,485,15,1476,1268,319,632
400,3143,3323,2883,620,1923,281,1530,165,545,392
401,270,4156,929,2115,1495,1396,1933,1361,316,375
402,5482,1107,1825,1715,2378,144,274,261,1074,866
403,3956,735,2356,992,2921,1428,170,919,413,560
404,2894,20,2303,1514,472,2230,205,1203,262,227
405,7729,691,1555,3245,159,1603,963,540,952,136
406,645,6164,2729,3198,2026,540,95,1485,674,84
407,1975,3676,4891,1701,329,2056,1574,83,1022,287
408,4106,5437,3517,287,136,1962,1058,261,723,270
409,1102,2503,1968,601,2392,1509,173,1320,338,181
410,3965,771,3178,3393,1585,1280,1409,65,524,593
411,2545,3444,80,2991,2694,1606,780,1551,765,992
412,5127,1062,3433,1968,1354,1098,981,38,168,41
413,3000,2376,1493,1497,2450,136,868,1414,659,88
414,5433,5686,2419,3385,1732,1420,1019,474,807,574
415,3343,2877,4322,2984,639,598,1524,359,216,713
416,2532,2961,893,1977,1818,1455,867,93,36,843
417,1473,2882,467,3287,711,1413,1316,126,703,649
418,442,1021,2036,1013,1412,2336,249,60,273,518
419,6016,884,1338,705,2123,1476,1324,778,850,72
420,347,2718,1789,855,2103,1771,1757,802,573,70
421,6169,814,1485,925,3017,862,1167,35,841,26
422,7407,1443,4228,2394,1094,2349,73,817,570,809
423,931,5933,1782,755,1548,2371,1766,823,70,649
424,1083,5305,4327,3341,952,1491,1726,220,282,301
425,6289,5743,3577,3871,1719,1368,1863,1050,401,401
426,3055,2908,657,1481,1778,1053,737,1390,929,203
427,1036,306,887,20,3027,2431,1136,1140,517,541
428,105,2460,2941,2444,1511,1845,34,821,1104,586
429,760,5801,2032,3691,2992,2473,1923,555,157,477
430,4121,5160,3189,2722,2441,1540,1426,1370,1177,581
431,1266,938,3657,1573,2673,422,601,2,403,91
432,2052,2891,2915,431,1445,690,375,833,1205,307
433,1333,2953,31,1742,1387,684,1489,1532,491,548
434,114,4095,14,1881,1599,73,1612,448,720,302
435,110,5244,1468,1001,1378,1735,1749,434,741,860
436,5017,6209,4695,325,1277,2092,649,1451,719,812
437,956,4858,3295,2696,1593,178,1590,345,955,385
438,6612,190,1914,727,2740,1748,140,908,1179,957
439,1956,1400,595,1300,2623,1815,1590,91,397,116
440,1802,4203,1419,3161,1302,314,866,1292,879,647
441,3814,56,2491,3122,164,501,1332,1503,349,628
442,1629,2455,2965,837,2492,385,1268,801,314,891
443,3103,1854,591,37,1653,2387,21,1560,520,456
444,1253,2110,3566,2800,1011,528,1490,185,627,712
445,5983,996,176,1078,1739,2047,1324,653,697,860
446,2890,1473,3248,333,847,2434,931,100,31,425
447,982,906,4574,2518,2000,1526,159,1417,450,356
448,6255,2449,478,3564,2991,1197,1623,1260,1058,994
449,1745,28,3456,3459,2495,4,1353,113,488,188
450,1084,4324,3023,2443,1123,2095,1590,764,593,789
451,1631,1939,1763,1142,2653,1569,822,689,355,334
452,1236,2306,2070,3962,857,117,683,912,572,739
453,692,8,2640,2779,2984,169,242,1381,597,940
454,353,1459,721,371,2173,885,1494,1278,24,579
455,1696,2897,1145,3232,2436,1514,537,1476,622,74
456,7513,2721,3408,280,1787,2039,1431,924,314,879
457,6339,1597,2383,308,501,353,996,1411,104,862
458,5749,2172,1589,3548,1502,577,1770,802,270,808
459,6265,1626,1493,666,2323,2453,606,967,978,167
460,6564,4258,3458,3886,1071,2054,748,524,1169,723
461,275,5552,1185,1233,1197,1283,1016,582,146,706
462,1942,1714,4215,10,973,26,1496,895,201,131
463,1546,98,4174,1093,824,2381,1002,1197,386,803
464,1325,1524,1399,1585,2981,2118,1491,725,69,891
465,2087,18,4997,1937,1141,1501,390,71,46,895
466,4427,2512,2668,904,424,1389,1605,871,131,547
467,1978,2872,2046,3924,947,1582,402,1384,1071,1
468,4513,206,2895,357,1039,235,1196,4,225,146
469,5312,177,3135,2359,1830,1061,529,641,854,699
470,584,5738,2347,3166,2442,515,712,1314,557,78
471,2257,6228,3418,1671,342,654,528,253,785,84
472,1264,4273,3626,670,2920,2249,1959,72,1184,586
473,1146,1433,3844,3077,1336,849,1011,854,1088,770
474,2188,2875,151,3972,1846,2483,1446,1128,981,124
475,2744,4598,4124,2702,376,1042,1758,582,224,638
476,2025,2929,2982,1440,2100,2068,1615,238,1009,143
477,258,5650,3567,877,2635,1872,1278,487,1231,718
478,581,5936,1566,1748,897,1541,53,110,392,76
479,545,637,4241,3387,1654,1238,918,813,1003,183
480,6739,3377,2941,286,2902,2320,65,1470,1027,411
481,2328,473,4148,757,653,1074,1038,635,1092,700
482,2376,2940,1362,2619,428,112,317,1120,58,582
483,4252,1463,3614,3104,968,2088,1820,531,1151,953
484,7768,2468,4478,3117,1726,1626,1332,1401,364,361
485,1112,325,3135,712,388,288,111,962,383,674
486,2541,1759,3063,340,230,2373,1135,202,148,131
487,6214,2919,1463,1182,39,1568,1901,210,593,629
488,6144,3605,2808,1600,2421,1800,434,1407,121,578
489,6957,4990,2037,137,2292,2051,843,199,491,202
490,416,2016,1507,2627,875,1068,1745,1323,1130,928
491,28,2258,4190,2237,2360,2462,1472,821,1126,102
492,1630,4329,3969,3160,2860,928,1650,1218,503,124
493,129,1149,1095,2915,390,1388,1684,375,528,864
494,1185,830,4840,2053,1991,1374,1893,1513,70,680
495,7319,1532,1271,2620,240,1667,1677,611,46,452
496,4431,2422,3336,2067,1895,406,689,91,859,308
497,4504,4059,2082,1433,664,789,1066,174,861,745
498,4529,3414,4587,1363,1587,901,866,109,1152,981
499,260,1848,2924,3959,467,1853,1873,258,699,478
500,3135,6133,4103,3211,2911,2078,530,1070,362,58
501,3889,5112,4523,1682,53,2439,144,586,179,621
502,4443,2591,2893,1329,1959,1804,1977,69,161,881
503,2414,1815,2283,1737,453,189,1772,555,592,426
504,1612,1699,4203,2313,1094,799,1164,331,1052,548
505,4137,5589,2295,3970,2623,528,806,880,847,185
506,307,3160,2301,994,187,122,26,1460,101,342
507,6921,5875,4669,1246,416,1924,37,1185,870,404
508,7320,603,1177,1767,3155,1314,1239,232,433,768
